gene_id,transcript_id,class,split,prob_pos,pred,utr3_au_content,rrach_count,rrach_per_kb,mrna_length,cds_length,utr3_length,idr_percent,rmsf_mean,rmsf_nterm50,rmsf_nterm_cterm_ratio,di_CG,di_UA,mfe_per_nt,confidence,class_label
AT3G15260,AT3G15260.1,1,train,0.88576,1,0.606,20,12.29256,1627,867,599,7.27,2.1162,5.9005,5.18953,0.02952,0.05228,-0.27769,High (≥0.75),P-body enriched
AT3G15290,AT3G15290.1,1,train,0.83155,1,0.6923,19,15.22436,1248,882,247,0.0,5.3328,3.584,0.37114,0.0409,0.05373,-0.27364,High (≥0.75),P-body enriched
AT3G15500,AT3G15500.1,0,val,0.44833,0,0.7134,21,13.61868,1542,951,314,44.48,28.874,19.9812,0.38937,0.05256,0.07008,-0.28191,Low (<0.55),Not enriched
AT3G15610,AT3G15610.1,1,train,0.86456,1,0.6594,21,12.35294,1700,1023,229,19.94,6.7526,5.3909,0.27343,0.02649,0.04709,-0.26965,High (≥0.75),P-body enriched
AT3G15660,AT3G15660.1,1,train,0.73922,1,0.6523,22,18.47187,1191,507,440,37.87,15.2721,24.1027,1.83728,0.03529,0.06639,-0.22636,Medium (0.55–0.75),P-body enriched
AT3G15810,AT3G15810.1,1,train,0.7269,1,0.6712,15,13.6612,1098,660,292,5.91,4.2478,6.757,1.22669,0.05014,0.0629,-0.24709,Medium (0.55–0.75),P-body enriched
AT3G16020,AT3G16020.1,0,train,0.08135,0,0.5641,3,7.61421,394,294,78,0.0,11.4568,11.3752,0.97765,0.02799,0.0687,-0.26015,Low (<0.55),Not enriched
AT3G16190,AT3G16190.1,1,test,0.52226,1,0.7363,11,12.08791,910,588,182,0.0,1.8951,2.1506,1.64784,0.0396,0.06051,-0.26659,Low (<0.55),P-body enriched
AT3G16270,AT3G16270.2,1,train,0.92697,1,0.6505,29,10.00345,2899,2070,392,65.36,62.3867,47.721,0.62672,0.02726,0.04313,-0.28337,High (≥0.75),P-body enriched
AT3G16470,AT3G16470.1,1,train,0.90021,1,0.6723,41,22.33115,1836,1353,415,4.43,12.2658,13.3682,1.03442,0.02452,0.05123,-0.26258,High (≥0.75),P-body enriched
AT3G16670,AT3G16670.1,0,train,0.12519,0,0.6813,13,15.55024,836,462,251,0.0,8.2307,10.1403,1.18304,0.03473,0.07665,-0.21232,Low (<0.55),Not enriched
AT3G16750,AT3G16750.2,0,test,0.47661,0,0.6667,10,7.7101,1297,582,147,42.78,16.751,13.1979,0.46538,0.03395,0.06636,-0.25952,Low (<0.55),Not enriched
AT3G16950,AT3G16950.2,1,train,0.91946,1,0.6829,31,14.50632,2137,1869,123,11.72,21.4478,44.0758,0.92562,0.02715,0.04541,-0.28072,High (≥0.75),P-body enriched
AT3G17520,AT3G17520.1,0,train,0.26771,0,0.6285,14,10.98901,1274,894,288,97.99,41.2215,52.5311,1.36942,0.04949,0.05106,-0.26327,Low (<0.55),Not enriched
AT3G17668,AT3G17668.1,0,train,0.19431,0,0.6602,13,13.69863,949,405,309,20.0,15.1723,20.3431,1.52661,0.0327,0.06329,-0.26249,Low (<0.55),Not enriched
AT3G17790,AT3G17790.1,1,val,0.67736,1,0.6831,14,8.44391,1658,1014,243,0.89,3.5143,6.7819,1.90001,0.03199,0.05552,-0.26737,Medium (0.55–0.75),P-body enriched
AT3G17860,AT3G17860.1,0,train,0.34179,0,0.6742,15,8.96593,1673,1056,353,63.07,29.971,34.2646,0.77425,0.02871,0.0616,-0.24178,Low (<0.55),Not enriched
AT3G18190,AT3G18190.1,1,train,0.90377,1,0.6513,23,11.079,2076,1608,347,3.92,4.3719,11.4001,3.25578,0.02988,0.04819,-0.28406,High (≥0.75),P-body enriched
AT3G18280,AT3G18280.2,1,test,0.15167,0,0.7291,8,11.46132,698,360,251,22.5,7.2165,8.5717,1.33177,0.02439,0.08608,-0.24083,Low (<0.55),P-body enriched
AT3G18500,AT3G18500.3,1,train,0.85797,1,0.6577,17,10.82113,1571,1347,149,14.25,17.5149,53.0166,4.66326,0.03885,0.04904,-0.26276,High (≥0.75),P-body enriched
AT3G18760,AT3G18760.1,0,test,0.32454,0,0.6798,18,21.42857,840,417,253,24.46,10.0247,7.6772,0.54666,0.03933,0.06198,-0.23179,Low (<0.55),Not enriched
AT3G18870,AT3G18870.1,0,train,0.17506,0,0.7462,11,11.47028,959,822,130,8.39,8.9303,17.1665,1.959,0.05115,0.04071,-0.25349,Low (<0.55),Not enriched
AT3G19220,AT3G19220.1,0,test,0.46743,0,0.6099,13,13.26531,980,561,364,18.18,22.0709,29.6189,1.38761,0.04086,0.05209,-0.29653,Low (<0.55),Not enriched
AT3G19290,AT3G19290.3,1,train,0.90013,1,0.6401,26,13.66264,1903,1296,339,100.0,23.6819,31.8427,2.12526,0.02366,0.05258,-0.28954,High (≥0.75),P-body enriched
AT3G19330,AT3G19330.1,0,train,0.40023,0,0.6203,22,14.00382,1571,1146,266,11.52,10.6474,25.7521,2.55711,0.03439,0.04968,-0.23838,Low (<0.55),Not enriched
AT3G19390,AT3G19390.1,0,test,0.86983,1,0.6901,26,13.68421,1900,1356,342,9.07,7.3202,11.702,0.82971,0.03318,0.05898,-0.27847,High (≥0.75),Not enriched
AT3G19660,AT3G19660.1,0,val,0.30129,0,0.7347,19,16.47875,1153,192,245,0.0,4.9563,4.5906,0.9356,0.02691,0.08333,-0.21483,Low (<0.55),Not enriched
AT3G19720,AT3G19720.1,1,train,0.91318,1,0.7039,39,14.0896,2768,2331,233,2.45,11.3399,9.3695,1.03225,0.03433,0.04807,-0.27706,High (≥0.75),P-body enriched
AT3G19770,AT3G19770.1,1,train,0.9304,1,0.6253,28,13.02932,2149,1560,387,45.38,24.917,17.332,0.4063,0.02607,0.05261,-0.2637,High (≥0.75),P-body enriched
AT3G19900,AT3G19900.2,1,train,0.71542,1,0.6275,17,10.95361,1552,507,800,22.49,19.996,25.2163,1.42424,0.02386,0.06834,-0.25,Medium (0.55–0.75),P-body enriched
AT3G20362,AT3G20362.1,0,train,0.0583,0,0.44,2,13.88889,144,141,50,4.26,9.4778,9.4778,0.98956,0.02098,0.03497,-0.26042,Low (<0.55),Not enriched
AT3G20810,AT3G20810.5,1,train,0.84478,1,0.6258,19,9.70874,1957,1005,823,7.46,3.5073,4.2728,1.09189,0.03732,0.05624,-0.28145,High (≥0.75),P-body enriched
AT3G21090,AT3G21090.1,1,train,0.90059,1,0.6635,40,16.32653,2450,2073,211,13.31,5.3286,8.4368,0.46924,0.03593,0.04941,-0.28861,High (≥0.75),P-body enriched
AT3G21200,AT3G21200.1,1,test,0.73866,1,0.7169,14,11.81435,1185,951,166,3.15,13.5238,31.69,2.21376,0.03632,0.0473,-0.27511,Medium (0.55–0.75),P-body enriched
AT3G21230,AT3G21230.4,1,train,0.86403,1,0.6113,30,14.61276,2053,1338,656,5.38,4.1302,11.4631,1.50352,0.05409,0.04581,-0.28407,High (≥0.75),P-body enriched
AT3G21352,AT3G21352.1,0,val,0.08989,0,0.7513,2,3.43643,582,222,189,14.86,11.2887,10.4977,0.90578,0.02238,0.08262,-0.20361,Low (<0.55),Not enriched
AT3G21720,AT3G21720.1,0,train,0.35002,0,0.6556,35,15.81563,2213,1728,302,11.81,4.4522,8.8817,0.56363,0.04702,0.04295,-0.33208,Low (<0.55),Not enriched
AT3G21790,AT3G21790.1,0,train,0.28842,0,0.7431,28,16.23188,1725,1485,109,0.0,5.0038,6.8173,1.7796,0.05046,0.05684,-0.28968,Low (<0.55),Not enriched
AT3G22231,AT3G22231.1,1,test,0.12884,0,0.7237,11,14.23027,773,243,257,95.06,15.6975,16.7049,1.20913,0.02461,0.08938,-0.20686,Low (<0.55),P-body enriched
AT3G22270,AT3G22270.1,1,train,0.92525,1,0.6314,55,15.11404,3639,2346,955,55.88,19.9461,14.0454,0.86751,0.02419,0.05388,,High (≥0.75),P-body enriched
AT3G22330,AT3G22330.1,1,test,0.83874,1,0.6667,20,8.55432,2338,1848,354,23.86,34.7719,87.0411,1.64074,0.03509,0.04536,-0.29893,High (≥0.75),P-body enriched
AT3G22570,AT3G22570.1,0,train,0.17543,0,0.5984,8,12.17656,657,333,244,6.31,7.1036,7.6992,1.13304,0.03049,0.04878,-0.24825,Low (<0.55),Not enriched
AT3G22660,AT3G22660.1,1,train,0.75714,1,0.6989,19,16.10169,1180,879,186,86.69,25.1035,36.5318,1.06328,0.02884,0.0458,-0.26729,High (≥0.75),P-body enriched
AT3G22890,AT3G22890.1,1,train,0.90028,1,0.7,23,12.07349,1905,1389,290,0.22,11.978,34.3549,3.59429,0.04727,0.05725,-0.28383,High (≥0.75),P-body enriched
AT3G23440,AT3G23440.1,0,train,0.11535,0,0.6858,13,10.58632,1228,324,296,33.33,15.5993,16.0368,1.03626,0.04645,0.05949,-0.22809,Low (<0.55),Not enriched
AT3G23540,AT3G23540.1,1,train,0.91493,1,0.6753,26,11.16838,2328,1698,271,45.76,24.3811,16.5178,0.2944,0.0275,0.05286,-0.25623,High (≥0.75),P-body enriched
AT3G23570,AT3G23570.2,1,test,0.79824,1,0.6618,22,17.02786,1292,717,275,12.13,2.6382,5.9695,3.09702,0.02634,0.05809,-0.26803,High (≥0.75),P-body enriched
AT3G23640,AT3G23640.3,1,train,0.912,1,0.7216,41,10.9949,3729,3180,291,0.85,10.5484,37.2805,2.31213,0.022,0.0633,,High (≥0.75),P-body enriched
AT3G23760,AT3G23760.1,0,train,0.15567,0,0.6636,8,9.07029,882,582,220,5.15,5.6663,8.9233,1.81982,0.02838,0.06583,-0.24914,Low (<0.55),Not enriched
AT3G23890,AT3G23890.1,1,val,0.9283,1,0.6678,77,15.39077,5003,4419,286,21.72,25.9153,30.7341,0.5583,0.02639,0.04758,,High (≥0.75),P-body enriched
AT3G24010,AT3G24010.1,0,val,0.57503,1,0.6837,13,12.7451,1020,702,215,59.83,13.7294,10.6181,0.51,0.02748,0.05201,-0.23716,Medium (0.55–0.75),Not enriched
AT3G24030,AT3G24030.1,0,val,0.39029,0,0.7442,7,7.99087,876,828,43,6.88,1.3387,1.7093,1.60815,0.05371,0.03657,-0.29783,Low (<0.55),Not enriched
AT3G24100,AT3G24100.1,1,test,0.27919,0,0.6842,10,15.89825,629,207,266,100.0,9.4153,8.953,1.05123,0.02707,0.0414,-0.25231,Low (<0.55),P-body enriched
AT3G24820,AT3G24820.1,0,val,0.56666,1,0.6407,14,14.87779,941,558,270,70.97,9.1096,11.9211,1.1942,0.02021,0.05106,-0.2542,Medium (0.55–0.75),Not enriched
AT3G25110,AT3G25110.1,1,val,0.89421,1,0.6509,26,15.67209,1659,1086,318,15.19,17.8851,34.732,1.96148,0.03016,0.04403,-0.27649,High (≥0.75),P-body enriched
AT3G25580,AT3G25580.1,1,train,0.77339,1,0.6621,16,14.09692,1135,630,290,24.29,11.4734,16.3772,1.14775,0.02998,0.0485,-0.26044,High (≥0.75),P-body enriched
AT3G25700,AT3G25700.1,1,train,0.77974,1,0.77,15,8.04721,1864,1356,287,2.65,10.2134,25.851,3.29795,0.0671,0.06227,-0.26238,High (≥0.75),P-body enriched
AT3G25760,AT3G25760.1,1,train,0.77878,1,0.7339,17,14.27372,1191,762,233,42.13,17.0748,36.5031,3.45811,0.03277,0.06723,-0.22981,High (≥0.75),P-body enriched
AT3G25930,AT3G25930.1,0,train,0.23617,0,0.7004,14,12.03783,1163,462,267,0.0,4.0651,3.0374,0.75629,0.01721,0.08606,-0.19668,Low (<0.55),Not enriched
AT3G26400,AT3G26400.1,1,train,0.89142,1,0.658,31,14.68498,2111,1596,345,100.0,32.6295,55.4257,1.52739,0.03128,0.04028,-0.28421,High (≥0.75),P-body enriched
AT3G26420,AT3G26420.1,1,train,0.85152,1,0.611,31,10.2209,3033,735,2203,71.84,30.2383,24.568,0.69068,0.02935,0.06234,,High (≥0.75),P-body enriched
AT3G26600,AT3G26600.1,1,train,0.85377,1,0.6569,27,11.03392,2447,1845,376,8.46,5.9063,7.0254,1.06407,0.0417,0.05601,-0.27981,High (≥0.75),P-body enriched
AT3G26618,AT3G26618.1,1,train,0.85984,1,0.7103,36,17.51825,2055,1305,290,2.07,4.6104,4.2352,0.83416,0.02483,0.06232,-0.25601,High (≥0.75),P-body enriched
AT3G26740,AT3G26740.1,1,train,0.53289,1,0.7281,15,14.04494,1068,423,456,7.8,26.3028,30.0098,1.29838,0.01968,0.07966,-0.17949,Low (<0.55),P-body enriched
AT3G27027,AT3G27027.1,0,val,0.26705,0,0.71,7,15.25054,459,207,100,46.38,1.9597,2.0247,0.94383,0.01747,0.0786,-0.18969,Low (<0.55),Not enriched
AT3G27270,AT3G27270.2,0,train,0.1992,0,0.5891,14,9.97151,1404,816,550,15.07,3.6655,2.9368,0.32252,0.06272,0.05132,-0.29487,Low (<0.55),Not enriched
AT3G27310,AT3G27310.1,1,test,0.65528,1,0.6457,14,11.73512,1193,753,254,47.81,10.708,11.9786,0.57734,0.0302,0.05453,-0.22867,Medium (0.55–0.75),P-body enriched
AT3G27460,AT3G27460.4,0,train,0.24383,0,0.7213,19,14.30723,1328,816,244,51.1,17.2297,18.5838,1.20464,0.02261,0.05953,-0.2436,Low (<0.55),Not enriched
AT3G28370,AT3G28370.5,0,train,0.241,0,0.5579,14,8.11594,1725,885,837,35.25,19.2082,14.6706,0.39576,0.03538,0.05104,-0.27067,Low (<0.55),Not enriched
AT3G28550,AT3G28550.1,0,test,0.56662,1,0.7489,15,4.44708,3373,3072,235,98.05,68.351,121.5119,1.67493,0.01246,0.08867,,Medium (0.55–0.75),Not enriched
AT3G28860,AT3G28860.1,1,train,0.90049,1,0.7234,73,16.84745,4333,3756,282,2.4,3.5731,6.8232,1.74203,0.0307,0.05055,,High (≥0.75),P-body enriched
AT3G28920,AT3G28920.1,1,train,0.72225,1,0.7509,17,11.11838,1529,936,293,88.78,27.6389,30.8361,0.78979,0.05301,0.06348,-0.24107,Medium (0.55–0.75),P-body enriched
AT3G29633,AT3G29633.1,0,train,0.22046,0,0.5958,33,33.36704,989,93,433,100.0,7.6666,7.6666,0.98712,0.0253,0.06073,-0.22204,Low (<0.55),Not enriched
AT3G32930,AT3G32930.1,1,train,0.89166,1,0.6581,16,14.20959,1126,747,155,0.8,23.544,35.1816,2.01239,0.032,0.048,-0.2532,High (≥0.75),P-body enriched
AT3G42170,AT3G42170.1,1,train,0.91511,1,0.6596,44,17.87891,2461,2088,141,14.94,17.7902,46.9791,3.46247,0.03049,0.03821,-0.2963,High (≥0.75),P-body enriched
AT3G42790,AT3G42790.1,1,train,0.87728,1,0.6429,14,12.01717,1165,750,238,41.6,14.624,13.243,0.77509,0.02405,0.04467,-0.27597,High (≥0.75),P-body enriched
AT3G43240,AT3G43240.1,1,val,0.82559,1,0.6866,38,12.87263,2952,2241,201,15.39,21.9649,20.294,0.69115,0.02237,0.05286,-0.28736,High (≥0.75),P-body enriched
AT3G43270,AT3G43270.1,1,val,0.72057,1,0.7762,33,14.78495,2232,1581,277,8.16,5.764,17.162,3.95256,0.04303,0.07665,-0.2608,Medium (0.55–0.75),P-body enriched
AT3G43850,AT3G43850.1,0,train,0.20429,0,0.6111,13,15.99016,813,810,162,61.48,34.5991,40.3038,1.1755,0.03695,0.03448,-0.28241,Low (<0.55),Not enriched
AT3G43960,AT3G43960.1,0,test,0.43922,0,0.6812,20,13.84083,1445,1128,69,9.31,4.9038,9.0742,0.95481,0.03116,0.06025,-0.26747,Low (<0.55),Not enriched
AT3G44260,AT3G44260.1,0,test,0.58586,1,0.7854,14,10.45556,1339,840,205,0.71,1.8716,4.1645,2.26467,0.05755,0.05306,-0.27946,Medium (0.55–0.75),Not enriched
AT3G44320,AT3G44320.1,0,train,0.25715,0,0.7138,20,13.16656,1519,1038,318,13.01,4.2097,9.246,1.45213,0.03689,0.06324,-0.25978,Low (<0.55),Not enriched
AT3G44326,AT3G44326.1,0,train,0.17016,0,0.7593,14,10.89494,1285,1089,54,25.07,8.7911,14.2129,1.17387,0.05452,0.05607,-0.29245,Low (<0.55),Not enriched
AT3G44370,AT3G44370.1,0,val,0.66587,1,0.7061,14,6.75676,2072,1698,245,4.59,17.175,35.0786,1.71252,0.02559,0.05698,-0.25068,Medium (0.55–0.75),Not enriched
AT3G44620,AT3G44620.2,1,test,0.71924,1,0.6764,17,13.83238,1229,786,411,0.76,18.9266,32.5144,2.09842,0.02687,0.05212,-0.25899,Medium (0.55–0.75),P-body enriched
AT3G44680,AT3G44680.1,0,train,0.30531,0,0.696,22,12.30425,1788,1278,250,11.74,8.1364,5.9899,0.22269,0.03581,0.0554,-0.26018,Low (<0.55),Not enriched
AT3G44720,AT3G44720.1,1,train,0.87368,1,0.7211,23,12.08618,1903,1272,380,1.42,20.0013,39.149,2.18861,0.05889,0.05573,-0.28917,High (≥0.75),P-body enriched
AT3G45020,AT3G45020.2,0,test,0.45429,0,0.6011,13,14.16122,918,399,183,11.28,3.8683,2.9064,0.50865,0.04035,0.06216,-0.25686,Low (<0.55),Not enriched
AT3G45640,AT3G45640.1,1,test,0.72555,1,0.6382,23,12.3789,1858,1110,398,2.43,1.4415,3.5526,2.94724,0.03069,0.06893,-0.24478,Medium (0.55–0.75),P-body enriched
AT3G46040,AT3G46040.1,1,test,0.74126,1,0.6818,9,10.77844,835,390,308,0.0,1.2575,1.4504,1.22832,0.03357,0.05875,-0.25617,Medium (0.55–0.75),P-body enriched
AT3G46090,AT3G46090.1,0,train,0.17467,0,0.6832,13,12.96112,1003,504,423,0.0,20.5692,20.9178,0.787,0.03493,0.05788,-0.25135,Low (<0.55),Not enriched
AT3G46100,AT3G46100.1,1,train,0.89433,1,0.7308,24,13.21586,1816,1458,286,0.0,12.9738,36.0555,2.85495,0.02534,0.06006,-0.27742,High (≥0.75),P-body enriched
AT3G46510,AT3G46510.1,1,train,0.89909,1,0.6187,32,11.78203,2716,1980,375,17.42,17.707,19.8818,0.79038,0.04015,0.05304,-0.27909,High (≥0.75),P-body enriched
AT3G46540,AT3G46540.1,1,val,0.55363,1,0.7131,20,13.57773,1473,921,244,42.02,26.5359,28.6344,0.74708,0.02106,0.0625,-0.24372,Medium (0.55–0.75),P-body enriched
AT3G46560,AT3G46560.1,0,train,0.22817,0,0.6726,12,16.68985,719,279,281,12.9,3.138,3.2993,1.14301,0.03064,0.06128,-0.26008,Low (<0.55),Not enriched
AT3G46870,AT3G46870.2,0,test,0.71917,1,0.6314,21,18.56764,1131,807,293,0.37,17.6816,35.45,2.12649,0.0354,0.04425,-0.2603,Medium (0.55–0.75),Not enriched
AT3G47120,AT3G47120.1,0,train,0.28702,0,0.6113,11,7.32845,1501,1056,373,74.15,34.5571,31.4601,0.63801,0.02733,0.05333,-0.26149,Low (<0.55),Not enriched
AT3G47347,AT3G47347.1,0,train,0.05174,0,0.58,1,12.98701,77,0,50,,,,,0.01316,0.03947,-0.18831,Low (<0.55),Not enriched
AT3G47620,AT3G47620.1,1,train,0.84073,1,0.7125,27,10.94447,2467,1467,786,83.84,0.0,0.0,0.0,0.04339,0.06245,-0.25403,High (≥0.75),P-body enriched
AT3G47675,AT3G47675.1,0,train,0.09192,0,0.7835,11,17.2144,639,288,97,30.21,8.2705,7.0207,0.72199,0.01567,0.06426,-0.22879,Low (<0.55),Not enriched
AT3G47820,AT3G47820.1,1,test,0.72015,1,0.7246,22,10.62289,2071,1593,305,40.49,18.3177,26.6731,1.14105,0.0628,0.03527,-0.29556,Medium (0.55–0.75),P-body enriched
AT3G47836,AT3G47836.1,0,train,0.06955,0,0.7416,5,10.33058,484,192,89,70.31,7.1863,7.2366,1.08161,0.03313,0.06418,-0.21818,Low (<0.55),Not enriched
AT3G47980,AT3G47980.1,0,train,0.17739,0,0.7206,11,7.90798,1391,756,315,3.17,18.847,24.555,1.49238,0.04245,0.07554,-0.27117,Low (<0.55),Not enriched
AT3G48030,AT3G48030.1,0,train,0.14121,0,0.5476,12,11.42857,1050,1047,210,11.17,15.8319,14.5426,0.70821,0.03908,0.04004,-0.25781,Low (<0.55),Not enriched
AT3G48115,AT3G48115.2,0,train,0.07135,0,0.6879,3,3.45224,869,0,173,,,,,0.05069,0.05876,-0.27618,Low (<0.55),Not enriched
AT3G48330,AT3G48330.4,1,train,0.82016,1,0.5172,13,14.92537,871,849,174,1.06,13.7364,27.35,2.26286,0.03333,0.04483,-0.29311,High (≥0.75),P-body enriched
AT3G48520,AT3G48520.1,0,test,0.75978,1,0.6733,33,17.16961,1922,1518,251,7.71,2.4843,8.4328,4.01964,0.04893,0.05049,-0.2821,High (≥0.75),Not enriched
AT3G48720,AT3G48720.1,1,val,0.75968,1,0.7709,31,16.71159,1855,1290,179,0.0,0.7118,1.0269,1.19602,0.04531,0.06203,-0.27283,High (≥0.75),P-body enriched
AT3G48930,AT3G48930.1,1,val,0.70211,1,0.6423,14,17.05238,821,480,246,11.25,5.2411,7.9362,1.64788,0.02317,0.04878,-0.27795,Medium (0.55–0.75),P-body enriched
AT3G49100,AT3G49100.2,1,val,0.45808,0,0.6684,16,15.67091,1021,309,193,27.18,4.8626,3.6766,0.59356,0.04412,0.0402,-0.2524,Low (<0.55),P-body enriched
AT3G49550,AT3G49550.1,0,train,0.21505,0,0.6484,9,10.85645,829,441,256,38.1,13.9114,13.616,0.73727,0.01932,0.05676,-0.27358,Low (<0.55),Not enriched
AT3G49850,AT3G49850.2,0,train,0.39406,0,0.6654,22,14.00382,1571,885,266,44.07,28.2434,29.4975,0.82256,0.01911,0.05414,-0.27027,Low (<0.55),Not enriched
AT3G49910,AT3G49910.1,1,train,0.79728,1,0.6651,12,9.77995,1227,438,639,71.92,4.5354,4.8721,0.76099,0.03181,0.05791,-0.25998,High (≥0.75),P-body enriched
AT3G49990,AT3G49990.1,1,train,0.87595,1,0.7225,29,15.06494,1925,1506,191,82.67,45.5971,49.2533,0.99956,0.02703,0.05146,-0.25709,High (≥0.75),P-body enriched
AT3G50440,AT3G50440.1,1,train,0.72325,1,0.5697,8,9.66184,828,825,165,5.45,1.4427,3.0169,2.22979,0.03265,0.04958,-0.28804,Medium (0.55–0.75),P-body enriched
AT3G50825,AT3G50825.1,0,train,0.05487,0,0.62,1,12.34568,81,0,50,,,,,0.0375,0.025,-0.20494,Low (<0.55),Not enriched
AT3G50920,AT3G50920.1,0,test,0.47102,0,0.697,9,7.64007,1178,837,99,7.89,18.4203,32.1702,1.798,0.03993,0.05353,-0.24525,Low (<0.55),Not enriched
AT3G50930,AT3G50930.1,1,train,0.86382,1,0.6987,38,14.30723,2656,1728,634,15.28,10.2722,31.4006,1.39422,0.03051,0.05989,-0.24823,High (≥0.75),P-body enriched
AT3G50970,AT3G50970.1,1,train,0.58626,1,0.7317,10,10.31992,969,579,205,100.0,31.8019,35.0303,1.08591,0.02066,0.07541,-0.22322,Medium (0.55–0.75),P-body enriched
AT3G51420,AT3G51420.1,1,train,0.82852,1,0.6113,28,13.56589,2064,1110,849,6.22,1.9828,5.3656,3.20048,0.04266,0.06253,-0.25577,High (≥0.75),P-body enriched
AT3G51660,AT3G51660.1,1,train,0.71987,1,0.7308,17,20.75702,819,336,234,0.0,2.2765,1.7247,0.56483,0.02567,0.07824,-0.19292,Medium (0.55–0.75),P-body enriched
AT3G51860,AT3G51860.2,0,train,0.35024,0,0.6793,28,14.72135,1902,1404,449,14.53,5.03,12.4112,0.94316,0.03577,0.04997,-0.28307,Low (<0.55),Not enriched
AT3G51970,AT3G51970.1,0,train,0.21429,0,0.616,12,9.6463,1244,1035,125,11.88,1.0256,0.694,0.42708,0.04023,0.04183,-0.27685,Low (<0.55),Not enriched
AT3G52040,AT3G52040.1,1,val,0.243,0,0.6717,11,20.75472,530,270,198,100.0,16.3011,15.714,0.96372,0.02647,0.04915,-0.15623,Low (<0.55),P-body enriched
AT3G52072,AT3G52072.2,0,train,0.14026,0,0.664,28,11.12878,2516,0,503,,,,,0.02266,0.05686,-0.25405,Low (<0.55),Not enriched
AT3G52070,AT3G52070.1,0,train,0.12557,0,0.6693,5,9.86193,507,342,127,54.39,13.3292,17.6568,1.91884,0.01186,0.05534,-0.23274,Low (<0.55),Not enriched
AT3G52100,AT3G52100.1,1,test,0.52308,1,0.5574,16,7.65184,2091,2088,418,41.52,28.4932,52.4092,2.07801,0.03062,0.03876,-0.28508,Low (<0.55),P-body enriched
AT3G52130,AT3G52130.1,0,train,0.09491,0,0.6667,3,6.66667,450,372,90,0.0,12.2653,15.5482,1.52537,0.02895,0.04232,-0.26778,Low (<0.55),Not enriched
AT3G52190,AT3G52190.1,0,train,0.38096,0,0.688,21,11.67964,1798,1194,250,18.59,6.3176,5.1055,0.26377,0.01892,0.05454,-0.26207,Low (<0.55),Not enriched
AT3G52430,AT3G52430.1,1,test,0.82684,1,0.7278,33,14.63415,2255,1623,158,0.0,9.8302,10.0221,0.7982,0.03505,0.06167,-0.26231,High (≥0.75),P-body enriched
AT3G52500,AT3G52500.1,1,train,0.8182,1,0.7316,32,14.59854,2192,1407,380,8.74,5.9162,20.2097,4.80863,0.05249,0.07074,-0.251,High (≥0.75),P-body enriched
AT3G52561,AT3G52561.1,0,test,0.16526,0,0.7792,9,14.58671,617,297,154,62.63,16.5732,18.0121,1.18039,0.03734,0.06656,-0.24052,Low (<0.55),Not enriched
AT3G52565,AT3G52565.1,0,train,0.0498,0,0.46,0,0.0,80,0,50,,,,,0.05063,0.02532,-0.395,Low (<0.55),Not enriched
AT3G52580,AT3G52580.1,1,train,0.83073,1,0.6949,14,15.625,896,450,272,50.0,4.718,5.0991,0.94372,0.02123,0.04693,-0.24609,High (≥0.75),P-body enriched
AT3G52590,AT3G52590.1,1,test,0.48016,0,0.6892,8,8.62999,927,384,251,1.56,5.7995,5.2278,0.79816,0.02808,0.0594,-0.26149,Low (<0.55),P-body enriched
AT3G52720,AT3G52720.4,1,train,0.74052,1,0.7231,30,24.63054,1218,852,195,20.77,4.6233,9.9209,1.91575,0.01972,0.05998,-0.2408,Medium (0.55–0.75),P-body enriched
AT3G52920,AT3G52920.1,1,train,0.76907,1,0.6885,22,17.85714,1232,540,366,100.0,22.4065,30.5936,1.29923,0.02437,0.05605,-0.23766,High (≥0.75),P-body enriched
AT3G53020,AT3G53020.1,1,train,0.7714,1,0.682,8,9.23788,866,489,261,50.31,13.5625,13.6295,0.86959,0.01387,0.05549,-0.26628,High (≥0.75),P-body enriched
AT3G53040,AT3G53040.1,0,val,0.56034,1,0.7262,40,23.52941,1700,1437,168,100.0,45.1539,68.4233,1.20498,0.05415,0.04944,-0.23718,Medium (0.55–0.75),Not enriched
AT3G53120,AT3G53120.1,1,train,0.70423,1,0.7089,10,11.11111,900,651,158,23.04,12.8029,24.3251,2.23877,0.02781,0.04672,-0.23889,Medium (0.55–0.75),P-body enriched
AT3G53220,AT3G53220.1,0,train,0.22669,0,0.658,11,15.5587,707,378,231,24.6,4.4495,5.7915,1.75383,0.03116,0.04674,-0.23281,Low (<0.55),Not enriched
AT3G53480,AT3G53480.1,0,val,0.84134,1,0.7542,70,14.93174,4688,4350,236,5.93,3.5341,18.8854,8.27654,0.02987,0.05121,,High (≥0.75),Not enriched
AT3G53490,AT3G53490.1,0,train,0.23674,0,0.6679,13,11.05442,1176,675,280,26.22,14.4616,16.1233,0.78146,0.03574,0.04936,-0.23469,Low (<0.55),Not enriched
AT3G53560,AT3G53560.2,1,train,0.83975,1,0.6606,13,8.37629,1552,1164,327,8.76,24.6194,39.407,1.8296,0.02966,0.04965,-0.25619,High (≥0.75),P-body enriched
AT3G54230,AT3G54230.2,1,train,0.93807,1,0.6983,55,15.21438,3615,3024,242,79.66,81.655,117.4341,1.42187,0.0321,0.04815,,High (≥0.75),P-body enriched
