geneID,transcript_id,class,condition,bioemu_tier,bioemu_status,idr_percent,mean_disorder,max_disorder_window,n_idr_regions,longest_idr_region,n_conformations,n_residues,pass_rate,rmsf_mean,rmsf_std,rmsf_max,rmsf_nterm50,rmsf_cterm50,rg_mean,rg_std,rg_cv,contact_density,packing_density,sasa_per_residue,feature_source,error
AT3G04760,AT3G04760.1,1,HS,2,completed,,0.2297,0.8167,2,84,18.0,602.0,0.36,12.1922,11.0256,64.1262,44.4099,12.084,38.9354,3.6054,0.0926,8.7741,28.8156,31.6448,bioemu,
AT3G04770,AT3G04770.1,1,NS,1,completed,,0.211,0.4255,2,2,47.0,332.0,0.47,15.6894,6.4435,35.6286,13.5481,26.6169,34.2519,7.8907,0.2304,8.7108,28.8632,44.4059,bioemu,
AT3G04920,AT3G04920.2,1,HS,1,completed,,0.148,0.1836,0,0,78.0,112.0,0.78,3.9114,3.368,19.2049,2.6064,5.549,14.6024,0.9108,0.0624,8.625,27.3177,23.9243,bioemu,
AT3G04940,AT3G04940.1,1,NS,1,completed,,0.2228,0.4623,2,7,95.0,324.0,0.95,2.2557,2.0302,15.5731,3.3294,2.871,19.7613,0.5815,0.0294,10.5185,30.1211,15.1459,bioemu,
AT3G05020,AT3G05020.1,1,HS,1,completed,,0.1464,0.2075,0,0,82.0,137.0,0.82,14.3915,5.175,34.8071,18.2832,11.8185,33.0941,7.9762,0.241,6.8759,25.0117,100.4593,bioemu,
AT3G05060,AT3G05060.1,0,depleted,2,completed,,0.3614,0.9996,2,143,30.0,533.0,0.6,17.1679,10.2259,56.6706,12.4398,39.6025,42.6448,3.7052,0.0869,8.5704,28.1315,42.8761,bioemu,
AT3G05180,AT3G05180.1,1,HS,1,completed,,0.1594,0.3599,1,1,90.0,379.0,0.9,5.9519,5.0542,35.4073,13.088,4.6098,22.8493,0.6989,0.0306,9.9367,29.5155,17.3107,bioemu,
AT3G05270,AT3G05270.3,1,HS,3,completed,,0.6642,0.9681,15,141,7.0,615.0,0.07,47.4698,16.1002,80.0087,50.6812,63.3567,91.0308,12.7112,0.1396,7.1057,29.5872,169.3211,bioemu,
AT3G05520,AT3G05520.2,1,HS,1,completed,,0.156,0.3713,1,6,29.0,382.0,0.29,11.2234,7.5643,32.2603,9.9703,26.3636,26.5323,3.1823,0.1199,8.5864,28.3242,23.1577,bioemu,
AT3G05560,AT3G05560.3,1,HS,1,completed,,0.2138,0.3549,2,7,82.0,124.0,0.82,5.0247,3.4843,20.142,5.7129,4.8719,17.771,1.206,0.0679,8.4355,26.741,32.0044,bioemu,
AT3G06110,AT3G06110.2,1,both,1,completed,,0.1979,0.4121,1,3,80.0,167.0,0.8,3.9107,3.8851,21.2998,7.0881,2.9524,15.5295,0.9519,0.0613,9.988,29.1303,18.1472,bioemu,
AT3G06200,AT3G06200.1,1,NS,2,completed,,0.2885,0.8078,4,42,25.0,282.0,0.5,16.7041,10.6411,62.7769,35.1189,13.9767,36.4186,6.5416,0.1796,7.9291,26.1261,59.1026,bioemu,
AT3G06410,AT3G06410.1,1,HS,3,completed,,0.6695,0.9835,7,145,1.0,462.0,0.01,0.0,0.0,0.0,0.0,0.0,90.9972,0.0,0.0,6.1732,21.4017,225.2288,bioemu,
AT3G06980,AT3G06980.1,1,HS,3,completed,,0.516,0.9919,5,334,3.0,781.0,0.03,17.1039,15.4492,69.1365,32.7966,4.6064,40.6863,9.3621,0.2301,8.0743,25.7236,26.6351,bioemu,
AT3G07050,AT3G07050.1,1,NS,3,completed,,0.498,0.9965,8,130,17.0,582.0,0.17,26.9652,15.6657,67.6676,49.1504,53.9739,44.213,8.0378,0.1818,8.0584,26.3134,42.2073,bioemu,
AT3G07090,AT3G07090.1,1,NS,3,completed,,0.3684,0.8306,3,76,62.0,265.0,0.62,18.4391,5.4109,33.3483,14.7196,25.61,30.5628,5.7944,0.1896,8.2566,27.1128,44.2945,bioemu,
AT3G07300,AT3G07300.3,1,HS,2,completed,,0.2193,0.7478,1,45,45.0,409.0,0.9,3.8985,4.248,18.0705,2.1289,2.2998,28.1678,1.2891,0.0458,9.0367,28.5193,24.3777,bioemu,
AT3G07390,AT3G07390.1,1,HS,3,completed,,0.3955,0.9015,1,95,54.0,273.0,0.54,16.3581,9.2707,44.9005,20.3958,30.3155,31.2173,4.9237,0.1577,7.5897,23.5581,44.8579,bioemu,
AT3G07690,AT3G07690.1,1,HS,1,completed,,0.1706,0.4498,2,3,51.0,466.0,0.51,7.3142,3.3,19.4292,5.5025,9.9821,25.2082,3.8682,0.1534,10.0472,30.1288,17.1359,bioemu,
AT3G07720,AT3G07720.1,0,depleted,1,completed,,0.2165,0.5588,2,9,93.0,329.0,0.93,0.9757,1.0402,9.1542,1.5538,1.1716,18.2113,0.1252,0.0069,10.4924,28.6537,12.6677,bioemu,
AT3G07810,AT3G07810.2,1,HS,3,completed,,0.7174,0.9914,10,244,100.0,495.0,1.0,60.2894,19.6989,108.0205,41.5418,92.9659,82.4574,14.2055,0.1723,6.0202,20.296,172.6094,bioemu,
AT3G07950,AT3G07950.1,0,depleted,2,completed,,0.4012,0.9267,2,63,45.0,304.0,0.9,7.4399,4.5853,30.9106,7.1578,15.0705,25.9408,2.6427,0.1019,9.0132,29.9347,27.8164,bioemu,
AT3G08010,AT3G08010.1,1,HS,2,completed,,0.2291,0.5599,9,14,32.0,374.0,0.64,12.0835,9.5319,55.8524,32.5565,8.6606,28.5409,3.4881,0.1222,8.5508,26.8798,27.3699,bioemu,
AT3G08030,AT3G08030.1,1,HS,1,completed,,0.1831,0.4974,2,7,90.0,365.0,0.9,4.6878,3.913,32.7429,10.3051,4.0129,24.1371,0.8168,0.0338,10.1753,27.8369,20.0579,bioemu,
AT3G08670,AT3G08670.1,1,HS,3,completed,,0.8818,0.9998,1,535,100.0,567.0,1.0,82.9324,10.0161,124.0231,104.1961,86.8101,97.9406,16.3545,0.167,4.6455,18.0745,212.5948,bioemu,
AT3G08780,AT3G08780.2,1,HS,1,completed,,0.1726,0.3232,0,0,73.0,312.0,0.73,14.9722,6.2033,40.037,11.2859,22.5448,31.1747,5.0938,0.1634,8.5577,27.6075,39.1436,bioemu,
AT3G09490,AT3G09490.1,0,depleted,1,completed,,0.1935,0.4245,1,3,42.0,334.0,0.42,19.0439,9.0224,49.5834,35.0438,14.2912,30.678,6.1711,0.2012,7.8802,28.143,35.4094,bioemu,
AT3G09500,AT3G09500.1,1,HS,1,completed,,0.2242,0.3447,0,0,95.0,123.0,0.95,6.4983,3.0679,19.8301,5.2054,8.9736,28.66,2.9471,0.1028,7.4959,27.8858,83.9184,bioemu,
AT3G09540,AT3G09540.1,0,depleted,2,completed,,0.3303,0.9813,3,76,23.0,378.0,0.46,12.2285,6.6093,46.3029,25.3297,12.3881,29.4115,3.9218,0.1333,10.5926,29.3844,28.7576,bioemu,
AT3G09925,AT3G09925.1,0,depleted,1,completed,,0.1882,0.4334,1,7,95.0,171.0,0.95,5.2146,2.7484,18.9367,6.1881,5.8366,23.4524,1.2999,0.0554,9.4035,29.1706,40.4194,bioemu,
AT3G09980,AT3G09980.1,1,NS,3,completed,,0.8217,0.9664,1,178,74.0,178.0,0.74,23.4267,7.4976,49.8059,31.468,23.0694,54.8712,10.1565,0.1851,7.1461,28.9729,212.5586,bioemu,
AT3G10070,AT3G10070.1,1,both,3,completed,,0.8702,0.9999,3,418,100.0,539.0,1.0,64.2153,15.0244,108.9267,84.2139,61.3101,77.3208,12.8153,0.1657,4.961,19.006,139.3842,bioemu,
AT3G10330,AT3G10330.1,1,HS,2,completed,,0.2724,0.6717,3,41,34.0,312.0,0.68,11.5294,5.6691,30.1467,22.8182,10.4212,33.0029,6.2153,0.1883,8.5385,28.2329,43.8691,bioemu,
AT3G10340,AT3G10340.1,1,both,1,completed,,0.2323,0.5401,10,12,89.0,707.0,0.89,1.8773,2.0359,23.5163,5.055,1.9414,34.0904,0.4687,0.0137,10.1075,30.0259,20.6563,bioemu,
AT3G10940,AT3G10940.1,1,HS,1,completed,,0.2234,0.3895,1,2,62.0,282.0,0.62,14.4503,6.2511,42.7369,23.3332,15.2809,25.747,4.113,0.1597,8.5106,27.2917,29.5403,bioemu,
AT3G11200,AT3G11200.1,1,HS,3,completed,,0.4802,0.9224,6,64,60.0,246.0,0.6,17.5571,5.3783,30.9053,15.6977,19.5531,29.2726,7.1358,0.2438,7.8293,25.9095,43.772,bioemu,
AT3G11270,AT3G11270.1,0,depleted,1,completed,,0.199,0.6634,1,25,94.0,310.0,0.94,8.8106,3.3582,24.2009,9.3599,10.9811,32.3541,2.5756,0.0796,8.1226,28.3416,42.4333,bioemu,
AT3G11500,AT3G11500.2,1,HS,2,completed,,0.4129,0.6163,2,15,49.0,79.0,0.98,2.6276,2.1787,12.4337,2.6544,2.2124,12.4006,0.5354,0.0432,8.6835,26.9124,24.4606,bioemu,
AT3G11510,AT3G11510.1,1,HS,3,completed,,0.5516,0.9437,3,59,91.0,150.0,0.91,4.8567,3.5993,18.4665,5.3085,5.9274,20.2926,1.1703,0.0577,9.0933,27.2534,34.498,bioemu,
AT3G11600,AT3G11600.1,0,depleted,3,completed,,0.5102,0.9506,2,55,58.0,117.0,0.58,14.3549,3.9389,28.4689,17.099,12.174,22.5008,5.0065,0.2225,6.4957,23.6844,54.3775,bioemu,
AT3G11930,AT3G11930.3,1,both,3,completed,,0.3908,0.8282,4,32,49.0,226.0,0.49,10.957,7.5096,45.7813,16.9127,10.0176,25.1576,2.6839,0.1067,8.3894,27.3607,35.1917,bioemu,
AT3G11945,AT3G11945.2,1,NS,1,completed,,0.179,0.267,0,0,46.0,393.0,0.46,19.4651,9.2847,63.7689,38.5166,16.1846,34.052,6.9239,0.2033,8.916,29.8474,37.0768,bioemu,
AT3G12250,AT3G12250.4,0,depleted,3,completed,,0.4874,0.8144,4,155,40.0,355.0,0.4,18.3283,10.8714,70.4189,40.3153,14.5402,40.8825,6.007,0.1469,7.7972,28.0857,59.164,bioemu,
AT3G12685,AT3G12685.1,1,NS,1,completed,,0.2217,0.4704,3,4,80.0,213.0,0.8,11.8487,8.1582,42.6168,22.6651,9.6104,30.1234,3.96,0.1315,8.3474,28.2895,53.5351,bioemu,
AT3G13060,AT3G13060.1,1,HS,3,completed,,0.6455,0.9763,5,284,100.0,551.0,1.0,53.0802,19.6203,108.1247,94.2467,32.6176,69.7464,11.9779,0.1717,6.1452,21.2359,110.9435,bioemu,
AT3G13275,AT3G13275.1,0,depleted,3,completed,,0.702,0.8603,2,39,81.0,69.0,0.81,8.823,3.4461,22.0356,7.3058,9.4605,21.7247,2.918,0.1343,6.7246,26.2538,85.9547,bioemu,
AT3G13710,AT3G13710.1,0,depleted,3,completed,,0.5146,0.8722,3,39,93.0,188.0,0.93,7.0621,2.9397,22.0568,8.3139,7.3749,23.5304,1.8561,0.0789,8.117,29.8156,37.0092,bioemu,
AT3G13800,AT3G13800.1,0,depleted,1,completed,,0.1636,0.3012,0,0,45.0,361.0,0.45,16.4321,10.4124,58.2808,38.7621,10.1986,28.4672,5.4762,0.1924,9.1524,27.4891,28.2093,bioemu,
AT3G13860,AT3G13860.1,1,NS,1,completed,,0.2224,0.6394,5,21,78.0,572.0,0.78,5.6024,6.6459,50.0439,18.2851,5.7517,30.404,1.8433,0.0606,9.9965,30.3359,20.3084,bioemu,
AT3G14010,AT3G14010.5,1,HS,3,completed,,0.734,0.9994,12,340,100.0,603.0,1.0,60.8806,17.6866,94.3985,59.9605,92.4199,72.7767,12.1883,0.1675,5.3234,19.7678,110.3768,bioemu,
AT3G14415,AT3G14415.2,1,HS,1,completed,,0.167,0.3313,0,0,90.0,373.0,0.9,1.3995,1.7969,15.3775,1.0331,2.0492,20.311,0.2152,0.0106,10.0483,29.5125,13.8983,bioemu,
AT3G14680,AT3G14680.1,0,depleted,1,completed,,0.2056,0.3645,2,1,98.0,512.0,0.98,0.9133,0.7529,6.4078,1.9513,0.5719,24.9166,0.202,0.0081,9.457,30.1266,15.2376,bioemu,
AT3G14930,AT3G14930.2,1,HS,1,completed,,0.1622,0.4081,1,7,48.0,418.0,0.48,19.6466,13.8032,64.8044,52.3239,17.0398,31.175,3.3621,0.1078,9.1531,27.9631,29.2177,bioemu,
AT3G14940,AT3G14940.1,0,depleted,1,completed,,0.2142,0.6002,4,33,89.0,968.0,0.89,1.3482,1.1535,15.104,3.2698,1.8217,30.2293,0.3469,0.0115,9.6322,30.1555,11.8629,bioemu,
AT3G14990,AT3G14990.1,1,both,1,completed,,0.1478,0.2261,0,0,99.0,392.0,0.99,0.5641,0.387,5.0722,0.6442,0.5344,20.4898,0.087,0.0042,10.9439,30.9212,13.4585,bioemu,
AT3G15090,AT3G15090.1,0,depleted,1,completed,,0.1482,0.213,0,0,82.0,366.0,0.82,4.2975,3.7014,32.5168,9.3198,3.0009,24.8413,0.9635,0.0388,10.2459,29.5357,21.1875,bioemu,
AT3G15180,AT3G15180.2,1,HS,1,completed,,0.1998,0.7143,1,33,94.0,551.0,0.94,4.7595,2.4711,22.977,7.3993,6.9731,31.1249,1.6491,0.053,9.4592,30.2475,22.094,bioemu,
AT3G15220,AT3G15220.1,1,HS,3,completed,,0.5465,0.9943,5,314,1.0,690.0,0.01,0.0,0.0,0.0,0.0,0.0,51.3046,0.0,0.0,7.429,24.5632,47.9373,bioemu,
AT3G15260,AT3G15260.1,1,NS,1,completed,,0.2125,0.4942,4,9,79.0,289.0,0.79,2.1162,2.7402,18.4924,5.9005,1.037,18.2821,0.4568,0.025,10.7266,29.889,14.5333,bioemu,
AT3G15290,AT3G15290.1,1,both,1,completed,,0.1627,0.2865,0,0,95.0,294.0,0.95,5.3328,3.0669,23.6513,3.584,9.5567,20.8118,1.6833,0.0809,10.2177,30.9073,18.5133,bioemu,
AT3G15500,AT3G15500.1,0,depleted,3,completed,,0.4505,0.8283,3,116,23.0,317.0,0.23,28.874,11.9963,61.2354,19.9812,51.2172,40.4684,12.4828,0.3085,7.7287,24.6885,64.9206,bioemu,
AT3G15610,AT3G15610.1,1,both,2,completed,,0.3044,0.9527,2,63,42.0,341.0,0.84,6.7526,7.4558,49.0917,5.3909,19.6155,22.6221,2.458,0.1087,10.6569,28.7551,18.8591,bioemu,
AT3G15660,AT3G15660.1,1,NS,3,completed,,0.3927,0.7485,4,31,78.0,169.0,0.78,15.2721,8.2597,48.6414,24.1027,13.0187,27.9332,6.3418,0.227,7.7988,25.8708,58.0181,bioemu,
AT3G15810,AT3G15810.1,1,HS,1,completed,,0.1956,0.4994,1,13,78.0,220.0,0.78,4.2478,4.5774,28.1736,6.757,5.4083,18.6358,0.9739,0.0523,9.4273,27.2907,19.8373,bioemu,
AT3G16020,AT3G16020.1,0,depleted,1,completed,,0.1466,0.1871,0,0,49.0,98.0,0.49,11.4568,2.2254,16.1935,11.3752,11.5353,14.9605,2.7958,0.1869,8.4286,27.4549,28.6997,bioemu,
AT3G16190,AT3G16190.1,1,HS,1,completed,,0.163,0.2671,0,0,92.0,196.0,0.92,1.8951,1.5736,7.0559,2.1506,1.2051,16.3514,0.2895,0.0177,9.4388,28.8244,17.1422,bioemu,
AT3G16270,AT3G16270.2,1,HS,3,completed,,0.6124,0.9532,10,203,100.0,690.0,1.0,62.3867,12.4158,94.4575,47.721,76.0437,76.6799,10.3093,0.1344,6.171,22.0183,107.0838,bioemu,
AT3G16470,AT3G16470.1,1,HS,1,completed,,0.2171,0.6169,1,20,86.0,451.0,0.86,12.2658,3.2931,22.8601,13.3682,12.8234,29.9926,3.1837,0.1061,10.5765,28.842,25.0646,bioemu,
AT3G16670,AT3G16670.1,0,depleted,1,completed,,0.1655,0.331,0,0,78.0,154.0,0.78,8.2307,3.4296,20.2146,10.1403,8.4714,22.0697,2.5416,0.1152,9.4156,28.2008,39.7448,bioemu,
AT3G16750,AT3G16750.2,0,depleted,3,completed,,0.4972,0.9975,2,82,50.0,194.0,0.5,16.751,9.141,52.2091,13.1979,28.2597,29.7241,7.3924,0.2487,7.5979,23.8727,57.2303,bioemu,
AT3G16950,AT3G16950.2,1,HS,2,completed,,0.2371,0.8677,3,51,9.0,623.0,0.18,21.4478,12.8339,54.4445,44.0758,47.5174,38.4006,4.8455,0.1262,9.0594,27.3429,29.7439,bioemu,
AT3G17520,AT3G17520.1,0,depleted,3,completed,,0.9297,0.9958,1,292,47.0,298.0,0.47,41.2215,9.8586,65.0288,52.5311,38.2601,58.9321,14.6717,0.249,7.6443,30.6008,146.4528,bioemu,
AT3G17668,AT3G17668.1,0,depleted,2,completed,,0.2714,0.602,2,15,32.0,135.0,0.64,15.1723,6.5244,40.2829,20.3431,13.2257,33.0291,6.5779,0.1992,6.6222,22.3369,101.5476,bioemu,
AT3G17790,AT3G17790.1,1,HS,1,completed,,0.1794,0.3683,1,3,91.0,338.0,0.91,3.5143,2.4967,19.5334,6.7819,3.4694,22.9214,0.9974,0.0435,10.1716,29.1369,19.5333,bioemu,
AT3G17860,AT3G17860.1,0,depleted,3,completed,,0.6066,0.9423,7,142,2.0,352.0,0.02,29.971,12.5865,55.3929,34.2646,44.155,65.0808,3.9218,0.0603,5.5114,20.46,151.2076,bioemu,
AT3G18190,AT3G18190.1,1,HS,1,completed,,0.1836,0.635,1,21,88.0,536.0,0.88,4.3719,4.2344,42.3351,11.4001,3.4015,32.265,1.821,0.0564,9.6828,29.4341,24.4067,bioemu,
AT3G18280,AT3G18280.2,1,NS,2,completed,,0.3293,0.7789,2,24,47.0,120.0,0.94,7.2165,2.7186,20.5106,8.5717,6.3363,29.2939,3.2464,0.1108,8.2833,30.2571,89.8636,bioemu,
AT3G18500,AT3G18500.3,1,NS,2,completed,,0.2691,0.869,2,55,19.0,449.0,0.38,17.5149,13.9182,72.6215,53.0166,11.269,32.1164,6.8302,0.2127,9.2339,27.4181,28.8681,bioemu,
AT3G18760,AT3G18760.1,0,depleted,2,completed,,0.2796,0.6201,2,31,41.0,139.0,0.82,10.0247,4.6652,28.6983,7.6772,13.9438,25.786,4.4316,0.1719,7.4101,24.3807,60.1124,bioemu,
AT3G18870,AT3G18870.1,0,depleted,1,completed,,0.1942,0.5827,2,21,64.0,274.0,0.64,8.9303,6.5245,45.7643,17.1665,8.6629,31.1651,3.1928,0.1024,8.4818,28.3341,44.5447,bioemu,
AT3G19220,AT3G19220.1,0,depleted,2,completed,,0.3114,0.5479,4,17,18.0,187.0,0.36,22.0709,6.1456,39.1681,29.6189,21.2453,33.9685,7.8218,0.2303,6.2032,22.3409,77.5392,bioemu,
AT3G19290,AT3G19290.3,1,HS,3,completed,,0.9147,0.9768,1,432,3.0,432.0,0.03,23.6819,11.5743,62.811,31.8427,14.883,52.6379,7.1691,0.1362,6.1296,23.2324,80.5978,bioemu,
AT3G19330,AT3G19330.1,0,depleted,2,completed,,0.23,0.8262,1,44,25.0,382.0,0.5,10.6474,7.7057,47.6013,25.7521,9.9708,34.8626,3.4513,0.099,7.9634,28.8185,39.982,bioemu,
AT3G19390,AT3G19390.1,0,depleted,1,completed,,0.2304,0.7395,2,22,79.0,452.0,0.79,7.3202,4.1721,25.1702,11.702,14.0038,31.6548,2.1713,0.0686,9.5619,28.2713,27.858,bioemu,
AT3G19660,AT3G19660.1,0,depleted,1,completed,,0.2423,0.2614,0,0,93.0,64.0,0.93,4.9563,1.4346,10.1555,4.5906,4.8066,27.917,2.1134,0.0757,6.8125,27.7987,153.0272,bioemu,
AT3G19720,AT3G19720.1,1,HS,1,completed,,0.2064,0.4988,5,9,60.0,777.0,0.6,11.3399,6.4365,44.7756,9.3695,8.9768,56.0503,5.6567,0.1009,8.7773,28.3793,50.8094,bioemu,
AT3G19770,AT3G19770.1,1,HS,3,completed,,0.509,0.9865,4,132,10.0,520.0,0.1,24.917,11.927,56.0677,17.332,42.5579,44.2775,6.8651,0.155,7.75,26.8376,47.3775,bioemu,
AT3G19900,AT3G19900.2,1,NS,2,completed,,0.3508,0.8024,1,38,27.0,169.0,0.54,19.996,5.155,38.3121,25.2163,17.6051,31.3245,7.6615,0.2446,6.8047,24.0216,72.9613,bioemu,
AT3G20362,AT3G20362.1,0,depleted,1,completed,,0.3204,0.385,1,2,82.0,47.0,0.82,9.4778,3.0133,18.8537,9.4778,9.4778,22.1948,4.6219,0.2082,5.234,21.5365,131.7087,bioemu,
AT3G20810,AT3G20810.5,1,NS,1,completed,,0.2034,0.7027,1,25,70.0,335.0,0.7,3.5073,1.8617,17.6609,4.2728,3.8132,24.0864,0.6728,0.0279,8.6567,27.6439,21.7625,bioemu,
AT3G21090,AT3G21090.1,1,HS,2,completed,,0.2698,0.817,5,70,45.0,691.0,0.9,5.3286,4.7187,33.4407,8.4368,17.8799,35.1648,1.753,0.0499,9.3603,29.2632,22.4879,bioemu,
AT3G21200,AT3G21200.1,1,HS,1,completed,,0.2271,0.4587,1,10,66.0,317.0,0.66,13.5238,10.3265,55.6265,31.69,14.215,30.9034,4.2148,0.1364,8.2082,25.9425,37.8586,bioemu,
AT3G21230,AT3G21230.4,1,NS,1,completed,,0.2085,0.5336,3,14,58.0,446.0,0.58,4.1302,5.3152,42.7522,11.4631,7.5242,25.0083,1.4171,0.0567,9.6816,28.5739,17.6215,bioemu,
AT3G21352,AT3G21352.1,0,depleted,2,completed,,0.3249,0.4728,2,8,40.0,74.0,0.8,11.2887,1.8476,17.2711,10.4977,11.4897,21.4047,5.3498,0.2499,6.9459,24.4408,77.803,bioemu,
AT3G21720,AT3G21720.1,0,depleted,2,completed,,0.2604,0.7079,6,38,42.0,576.0,0.84,4.4522,4.7807,31.7572,8.8817,15.658,30.2669,0.6939,0.0229,9.4583,29.405,19.9859,bioemu,
AT3G21790,AT3G21790.1,0,depleted,1,completed,,0.1557,0.3093,0,0,97.0,495.0,0.97,5.0038,1.7757,11.3055,6.8173,3.7308,23.9883,3.4045,0.1419,9.5434,29.2696,14.6084,bioemu,
AT3G22231,AT3G22231.1,1,NS,3,completed,,0.762,0.887,3,54,83.0,81.0,0.83,15.6975,4.7296,32.3946,16.7049,13.7156,32.7577,8.191,0.25,7.0123,26.615,166.4758,bioemu,
AT3G22270,AT3G22270.1,1,HS,3,completed,,0.5724,0.9928,6,201,2.0,782.0,0.02,19.9461,13.416,79.2209,14.0454,16.0905,48.3001,7.0596,0.1462,7.0537,24.559,37.4886,bioemu,
AT3G22330,AT3G22330.1,1,NS,2,completed,,0.3541,0.9989,2,146,50.0,616.0,1.0,34.7719,19.6072,103.4263,87.0411,52.9498,53.0608,7.1738,0.1352,7.9448,25.3623,57.4351,bioemu,
AT3G22570,AT3G22570.1,0,depleted,1,completed,,0.2066,0.4063,1,7,68.0,111.0,0.68,7.1036,2.1875,15.1301,7.6992,6.6952,19.4488,2.2645,0.1164,8.2703,28.4432,42.8225,bioemu,
AT3G22660,AT3G22660.1,1,NS,3,completed,,0.8436,0.9989,5,163,41.0,293.0,0.41,25.1035,10.0909,65.205,36.5318,34.2577,50.354,5.809,0.1154,6.1092,23.8804,108.7454,bioemu,
AT3G22890,AT3G22890.1,1,both,1,completed,,0.1988,0.3788,1,1,72.0,463.0,0.72,11.978,10.0996,63.2341,34.3549,9.4582,28.6438,2.6985,0.0942,9.2916,27.857,22.2684,bioemu,
AT3G23440,AT3G23440.1,0,depleted,3,completed,,0.4569,0.8279,4,26,70.0,108.0,0.7,15.5993,3.6425,29.7902,16.0368,15.3757,29.5846,7.5524,0.2553,6.3148,25.9774,101.8395,bioemu,
AT3G23540,AT3G23540.1,1,HS,3,completed,,0.5037,0.9962,2,250,8.0,566.0,0.08,24.3811,13.8127,66.2139,16.5178,56.0064,42.8317,7.1659,0.1673,8.3286,25.9499,40.7309,bioemu,
AT3G23570,AT3G23570.2,1,NS,2,completed,,0.243,0.7944,2,26,44.0,239.0,0.88,2.6382,3.6447,23.9557,5.9695,1.8275,16.8778,0.6743,0.0399,10.251,29.2305,14.9777,bioemu,
AT3G23640,AT3G23640.3,1,HS,1,completed,,0.1805,0.4734,3,4,56.0,1060.0,0.56,10.5484,8.2063,63.6921,37.2805,16.0239,37.2236,2.7116,0.0728,9.9717,28.5067,16.4263,bioemu,
AT3G23760,AT3G23760.1,0,depleted,1,completed,,0.2026,0.4098,2,8,83.0,194.0,0.83,5.6663,3.7446,25.5289,8.9233,4.8034,28.6393,2.1867,0.0764,8.6186,26.9081,53.1291,bioemu,
AT3G23890,AT3G23890.1,1,NS,2,completed,,0.3283,0.9934,4,292,50.0,1473.0,1.0,25.9153,20.9591,87.2089,30.7341,54.9492,61.8149,4.3883,0.071,8.2566,25.9385,32.5982,bioemu,
AT3G24010,AT3G24010.1,0,depleted,3,completed,,0.5294,0.81,7,64,74.0,234.0,0.74,13.7294,5.1726,33.7647,10.6181,20.7197,36.022,3.2389,0.0899,7.5214,27.5879,69.6835,bioemu,
AT3G24030,AT3G24030.1,0,depleted,1,completed,,0.2135,0.5087,3,10,97.0,276.0,0.97,1.3387,1.6024,11.1343,1.7093,0.9629,17.3481,0.2022,0.0117,10.7101,31.0346,13.7026,bioemu,
AT3G24100,AT3G24100.1,1,HS,3,completed,,0.9959,0.9984,1,69,76.0,69.0,0.76,9.4153,3.9155,20.7257,8.953,8.4167,22.4563,3.9362,0.1753,6.9275,27.3952,91.8408,bioemu,
AT3G24820,AT3G24820.1,0,depleted,3,completed,,0.5951,0.9178,10,52,54.0,186.0,0.54,9.1096,4.9695,26.4527,11.9211,9.8825,26.4907,2.1847,0.0825,7.7849,27.039,47.4114,bioemu,
AT3G25110,AT3G25110.1,1,NS,2,completed,,0.2824,0.8159,2,54,23.0,362.0,0.46,17.8851,8.2205,49.5749,34.732,17.607,32.0595,6.1285,0.1912,8.547,26.8018,35.6793,bioemu,
AT3G25580,AT3G25580.1,1,NS,2,completed,,0.3344,0.9038,1,51,49.0,210.0,0.98,11.4734,5.9717,33.2393,16.3772,14.1689,27.2383,3.0459,0.1118,8.6095,28.7874,44.3968,bioemu,
AT3G25700,AT3G25700.1,1,HS,1,completed,,0.1564,0.514,1,12,24.0,452.0,0.24,10.2134,7.1623,42.5773,25.851,7.7385,26.9775,2.9902,0.1108,9.9956,28.4203,20.2337,bioemu,
AT3G25760,AT3G25760.1,1,NS,3,completed,,0.3914,0.7398,4,52,53.0,254.0,0.53,17.0748,10.7525,54.8687,36.5031,10.4558,31.6995,6.9418,0.219,9.3228,26.9792,49.7143,bioemu,
AT3G25930,AT3G25930.1,0,depleted,1,completed,,0.1296,0.1568,0,0,82.0,154.0,0.82,4.0651,2.4579,12.4476,3.0374,3.9162,18.4382,0.9179,0.0498,8.6104,27.7415,27.7412,bioemu,
AT3G26400,AT3G26400.1,1,HS,3,completed,,0.9912,0.9995,1,532,2.0,532.0,0.02,32.6295,16.0297,75.9504,55.4257,36.1879,67.9597,10.2296,0.1505,5.6391,21.8583,109.0939,bioemu,
AT3G26420,AT3G26420.1,1,HS,3,completed,,0.7746,0.9987,1,176,19.0,245.0,0.19,30.2383,6.5518,49.7041,24.568,35.4705,52.2145,14.0694,0.2695,6.4,21.6024,139.8382,bioemu,
AT3G26600,AT3G26600.1,1,HS,1,completed,,0.1968,0.6514,5,23,84.0,615.0,0.84,5.9063,3.7005,24.448,7.0254,6.5024,38.2756,2.2783,0.0595,9.2976,29.8185,29.935,bioemu,
AT3G26618,AT3G26618.1,1,HS,1,completed,,0.1846,0.4171,2,5,93.0,435.0,0.93,4.6104,1.7589,17.8324,4.2352,4.9772,30.2463,0.7576,0.025,9.3287,28.9192,26.428,bioemu,
AT3G26740,AT3G26740.1,1,HS,1,completed,,0.3039,0.5084,1,11,62.0,141.0,0.62,26.3028,6.4416,52.8157,30.0098,23.0132,41.5705,9.6802,0.2329,5.5745,21.0842,154.0142,bioemu,
