geneID,transcript_id,class,condition,qc_fail,mrna_length,fA,fU,fG,fC,au_content,gc_content,di_AA,di_AU,di_AG,di_AC,di_UA,di_UU,di_UG,di_UC,di_GA,di_GU,di_GG,di_GC,di_CA,di_CU,di_CG,di_CC,utr5_length,utr3_length,cds_length,utr5_fraction,utr3_fraction,cds_fraction,utr3_au_content,rrach_count,rrach_per_kb,aaach_count,aaach_per_kb,mfe,mfe_per_nt,frac_paired,n_stemloops,n_stemloops_per_kb,long_3utr,ptc_proxy,bioemu_tier,bioemu_status,rmsf_mean,rmsf_std,rmsf_max,rmsf_nterm50,rmsf_cterm50,pass_rate,idr_percent,mean_disorder,max_disorder_window,n_idr_regions,longest_idr_region,isoform_source,event_type,cluster_id,split,n_residues,rg_mean,rg_std,rg_cv,contact_density,packing_density,sasa_per_residue,feature_source
AT5G50950,AT5G50950.1,1,NS,False,1702,0.3143360752056404,0.2737955346650998,0.2232667450058754,0.1886016451233842,0.5881316098707403,0.4118683901292597,0.1087595532039976,0.0811287477954144,0.0734861845972957,0.0511463844797178,0.0570252792475014,0.0846560846560846,0.0828924162257495,0.0487948265726043,0.0793650793650793,0.0511463844797178,0.0405643738977072,0.0523221634332745,0.0687830687830687,0.0570252792475014,0.0264550264550264,0.0364491475602586,75,94,1530,0.0440658049353701,0.0552291421856639,0.8989424206815512,0.6809,26,15.27614571092832,13,7.63807285546416,-437.5,-0.2570505287896592,0.6134,41.0,24.08930669800235,0,0,2.0,completed,6.0606,5.9175,46.1911,17.047,11.0405,0.68,20.2,0.3131,0.9113,5.0,74.0,canonical_fallback,,754.0,train,510.0,34.1693,1.7575,0.0514,9.2941,28.7847,28.7681,bioemu
AT5G50950,AT5G50950.1,1,NS,False,1702,0.3143360752056404,0.2737955346650998,0.2232667450058754,0.1886016451233842,0.5881316098707403,0.4118683901292597,0.1087595532039976,0.0811287477954144,0.0734861845972957,0.0511463844797178,0.0570252792475014,0.0846560846560846,0.0828924162257495,0.0487948265726043,0.0793650793650793,0.0511463844797178,0.0405643738977072,0.0523221634332745,0.0687830687830687,0.0570252792475014,0.0264550264550264,0.0364491475602586,75,94,1530,0.0440658049353701,0.0552291421856639,0.8989424206815512,0.6809,26,15.27614571092832,13,7.63807285546416,-437.5,-0.2570505287896592,0.6134,41.0,24.08930669800235,0,0,2.0,completed,6.0606,5.9175,46.1911,17.047,11.0405,0.68,20.2,0.3131,0.9113,5.0,74.0,canonical_fallback,,754.0,train,510.0,34.1693,1.7575,0.0514,9.2941,28.7847,28.7681,bioemu
AT5G50950,AT5G50950.1,1,NS,False,1702,0.3143360752056404,0.2737955346650998,0.2232667450058754,0.1886016451233842,0.5881316098707403,0.4118683901292597,0.1087595532039976,0.0811287477954144,0.0734861845972957,0.0511463844797178,0.0570252792475014,0.0846560846560846,0.0828924162257495,0.0487948265726043,0.0793650793650793,0.0511463844797178,0.0405643738977072,0.0523221634332745,0.0687830687830687,0.0570252792475014,0.0264550264550264,0.0364491475602586,75,94,1530,0.0440658049353701,0.0552291421856639,0.8989424206815512,0.6809,26,15.27614571092832,13,7.63807285546416,-437.5,-0.2570505287896592,0.6134,41.0,24.08930669800235,0,0,2.0,completed,6.0606,5.9175,46.1911,17.047,11.0405,0.68,20.2,0.3131,0.9113,5.0,74.0,canonical_fallback,,754.0,train,510.0,34.1693,1.7575,0.0514,9.2941,28.7847,28.7681,bioemu
AT5G50950,AT5G50950.1,1,NS,False,1702,0.3143360752056404,0.2737955346650998,0.2232667450058754,0.1886016451233842,0.5881316098707403,0.4118683901292597,0.1087595532039976,0.0811287477954144,0.0734861845972957,0.0511463844797178,0.0570252792475014,0.0846560846560846,0.0828924162257495,0.0487948265726043,0.0793650793650793,0.0511463844797178,0.0405643738977072,0.0523221634332745,0.0687830687830687,0.0570252792475014,0.0264550264550264,0.0364491475602586,75,94,1530,0.0440658049353701,0.0552291421856639,0.8989424206815512,0.6809,26,15.27614571092832,13,7.63807285546416,-437.5,-0.2570505287896592,0.6134,41.0,24.08930669800235,0,0,2.0,completed,6.0606,5.9175,46.1911,17.047,11.0405,0.68,20.2,0.3131,0.9113,5.0,74.0,canonical_fallback,,754.0,train,510.0,34.1693,1.7575,0.0514,9.2941,28.7847,28.7681,bioemu
AT5G51120,AT5G51120.2,1,HS,False,1213,0.3000824402308326,0.2761747732893652,0.2613355317394888,0.1624072547403132,0.5762572135201979,0.4237427864798021,0.0891089108910891,0.0775577557755775,0.0957095709570957,0.0371287128712871,0.0544554455445544,0.0957095709570957,0.0742574257425742,0.0519801980198019,0.1039603960396039,0.0561056105610561,0.0577557755775577,0.0437293729372937,0.0519801980198019,0.047029702970297,0.0338283828382838,0.0297029702970297,99,316,795,0.0816158285243198,0.2605111294311624,0.6553998351195384,0.6456,13,10.717230008244025,3,2.4732069249793898,-326.9,-0.2694971145919208,0.6414,19.0,15.663643858202802,0,0,3.0,completed,25.5483,11.308,70.0413,43.9747,26.5635,0.37,55.09,0.5769,0.9967,6.0,83.0,canonical_fallback,,179.0,train,265.0,45.0252,8.406,0.1867,7.2604,26.5069,96.1335,bioemu
AT5G51190,AT5G51190.1,0,depleted,False,965,0.327461139896373,0.2476683937823834,0.1937823834196891,0.2310880829015544,0.5751295336787565,0.4248704663212435,0.1172199170124481,0.0549792531120331,0.0850622406639004,0.0705394190871369,0.0497925311203319,0.0819502074688796,0.0477178423236514,0.0684647302904564,0.0663900414937759,0.0352697095435684,0.0477178423236514,0.0435684647302904,0.0943983402489626,0.0757261410788381,0.0134854771784232,0.0477178423236514,64,235,663,0.066321243523316,0.2435233160621761,0.6870466321243524,0.6596,23,23.83419689119171,10,10.362694300518134,-235.6,-0.2441450777202072,0.5368,17.0,17.61658031088083,0,0,2.0,completed,21.0315,6.1919,44.0731,22.131,27.9343,0.52,23.08,0.35,0.7278,2.0,48.0,canonical_fallback,,363.0,train,221.0,40.5299,7.5915,0.1873,7.2308,25.2004,93.4049,bioemu
AT5G51550,AT5G51550.1,1,both,False,1533,0.2681017612524461,0.314416177429876,0.2106979778212654,0.2067840834964122,0.5825179386823223,0.4174820613176777,0.0933420365535248,0.0861618798955613,0.0372062663185378,0.0509138381201044,0.06266318537859,0.1142297650130548,0.0659268929503916,0.0718015665796344,0.0567885117493472,0.0704960835509138,0.0509138381201044,0.0326370757180156,0.0554830287206266,0.0437336814621409,0.0567885117493472,0.0509138381201044,89,430,1011,0.0580560991519895,0.2804957599478147,0.6594911937377691,0.7209,16,10.437051532941943,9,5.870841487279844,-420.4,-0.2742335290280495,0.6445,23.0,15.003261578604045,0,0,1.0,not_run,,,,,,,0.3,0.1925,0.3605,1.0,1.0,canonical_fallback,,1250.0,train,337.0,25.48228458582851,0.0,0.0,4.836795252225519,143.72106824925817,7.72700296735905,af2_static
AT5G51580,AT5G51580.1,0,depleted,False,958,0.313152400835073,0.2818371607515658,0.2212943632567849,0.1837160751565762,0.5949895615866388,0.4050104384133611,0.1044932079414838,0.0710553814002089,0.0867293625914315,0.0501567398119122,0.0491118077324973,0.1065830721003134,0.0470219435736677,0.0794148380355277,0.1024033437826541,0.0491118077324973,0.0522466039707419,0.0177638453500522,0.057471264367816,0.0553814002089864,0.0344827586206896,0.0365726227795193,238,191,717,0.2484342379958246,0.1993736951983298,0.7484342379958246,0.6545,27,28.18371607515658,13,13.569937369519833,-276.8,-0.2889352818371608,0.6075,14.0,14.613778705636744,0,0,1.0,not_run,,,,,,,7.53,0.2888,0.6934,1.0,18.0,canonical_fallback,,286.0,val,239.0,34.69633026926781,0.0,0.0,2.569037656903766,95.56485355648536,8.02092050209205,af2_static
AT5G51830,AT5G51830.1,1,NS,False,1796,0.2783964365256124,0.3296213808463251,0.2082405345211581,0.1837416481069042,0.6080178173719376,0.3919821826280623,0.094150417827298,0.0718662952646239,0.0662952646239554,0.0462395543175487,0.0584958217270195,0.1275766016713092,0.0740947075208913,0.0696378830083565,0.0724233983286908,0.0568245125348189,0.041225626740947,0.0378830083565459,0.0534818941504178,0.0735376044568245,0.0267409470752089,0.0295264623955431,475,289,1029,0.2644766146993318,0.160913140311804,0.5729398663697105,0.6851,17,9.465478841870825,6,3.3407572383073494,-463.7,-0.258184855233853,0.6448,31.0,17.260579064587972,0,0,1.0,not_run,,,,,,,0.58,0.1564,0.3018,1.0,2.0,rmats_A5SS_overlap_2candidates,A5SS,19.0,train,343.0,19.438936810640378,0.0,0.0,5.093294460641399,143.11078717201167,7.580174927113703,af2_static
AT5G52020,AT5G52020.1,0,depleted,False,1108,0.3014440433212996,0.2897111913357401,0.2211191335740072,0.187725631768953,0.5911552346570397,0.4088447653429602,0.1011743450767841,0.088527551942186,0.055103884372177,0.056910569105691,0.059620596205962,0.1102077687443541,0.059620596205962,0.059620596205962,0.0903342366757,0.040650406504065,0.055103884372177,0.035230352303523,0.049683830171635,0.050587172538392,0.051490514905149,0.03613369467028,175,234,696,0.157942238267148,0.2111913357400722,0.628158844765343,0.735,13,11.732851985559568,8,7.220216606498194,-289.1,-0.2609205776173285,0.6047,21.0,18.95306859205776,0,0,3.0,completed,22.6907,9.58,48.9877,29.3676,32.2867,0.26,77.59,0.7238,0.9959,4.0,98.0,canonical_fallback,,55.0,test,232.0,39.9965,8.2441,0.2061,6.6724,23.0306,86.6493,bioemu
AT5G52100,AT5G52100.1,1,HS,False,1291,0.3129357087529047,0.2610379550735863,0.2207591014717273,0.2052672347017815,0.5739736638264911,0.4260263361735089,0.0961240310077519,0.0736434108527131,0.0813953488372093,0.0612403100775193,0.0651162790697674,0.0612403100775193,0.0674418604651162,0.0674418604651162,0.0697674418604651,0.0596899224806201,0.0511627906976744,0.0403100775193798,0.0821705426356589,0.0666666666666666,0.0209302325581395,0.0356589147286821,155,239,894,0.1200619674670797,0.185127807900852,0.6924864446165763,0.6569,20,15.49186676994578,9,6.971340046475601,-334.7,-0.2592563903950426,0.5995,19.0,14.71727343144849,0,0,1.0,not_run,,,,,,,0.0,0.1925,0.3844,0.0,0.0,rmats_A5SS_overlap,A5SS,1115.0,val,298.0,27.9827151020248,0.0,0.0,4.583892617449664,131.63758389261744,7.533557046979865,af2_static
AT5G52380,AT5G52380.1,1,NS,False,1065,0.339906103286385,0.2356807511737089,0.2178403755868544,0.2065727699530516,0.5755868544600939,0.4244131455399061,0.1381578947368421,0.0620300751879699,0.0892857142857142,0.0507518796992481,0.0404135338345864,0.0648496240601503,0.0639097744360902,0.0667293233082706,0.0864661654135338,0.0498120300751879,0.0432330827067669,0.037593984962406,0.075187969924812,0.0592105263157894,0.0206766917293233,0.0516917293233082,90,168,804,0.0845070422535211,0.1577464788732394,0.7549295774647887,0.6667,25,23.474178403755868,9,8.450704225352114,-252.3,-0.2369014084507042,0.5446,21.0,19.71830985915493,0,0,3.0,completed,29.1252,7.9449,58.8914,35.0747,39.5482,0.3,63.06,0.6307,0.9836,3.0,81.0,canonical_fallback,,154.0,train,268.0,47.9408,9.4094,0.1963,6.694,22.8818,107.7667,bioemu
AT5G52440,AT5G52440.1,1,NS,False,1244,0.2885852090032154,0.3062700964630225,0.1881028938906752,0.2170418006430868,0.594855305466238,0.405144694533762,0.1013676588897827,0.0740144810941271,0.0643604183427192,0.0490748189863234,0.0547063555913113,0.1029766693483507,0.0699919549477071,0.078841512469831,0.0627514078841512,0.0466613032984714,0.0337892196299275,0.0450522928399034,0.0699919549477071,0.082864038616251,0.0193081255028157,0.0442477876106194,161,300,780,0.1294212218649517,0.2411575562700964,0.6270096463022508,0.6633,13,10.45016077170418,9,7.234726688102894,-299.2,-0.2405144694533762,0.5981,20.0,16.077170418006432,0,0,3.0,completed,33.6892,7.2341,54.1805,36.6348,39.3567,0.12,54.23,0.5974,0.9994,2.0,140.0,canonical_fallback,,322.0,train,260.0,51.1047,11.1424,0.218,5.2846,21.2764,126.2287,bioemu
AT5G52580,AT5G52580.2,1,HS,False,2401,0.2877967513536026,0.2919616826322365,0.2224073302790504,0.1978342357351103,0.5797584339858393,0.4202415660141607,0.085,0.0795833333333333,0.07,0.0529166666666666,0.05375,0.0916666666666666,0.07625,0.0704166666666666,0.0841666666666666,0.0516666666666666,0.04875,0.0379166666666666,0.0645833333333333,0.0691666666666666,0.0275,0.0366666666666666,191,137,2070,0.0795501874219075,0.0570595585172844,0.8621407746772178,0.6788,24,9.995835068721368,5,2.0824656393169514,-653.5,-0.2721782590587255,0.6439,42.0,17.49271137026239,0,0,3.0,completed,13.2896,7.9922,47.9302,26.35,9.2821,0.36,30.0,0.3621,0.8376,8.0,101.0,rmats_A5SS_overlap_3candidates,A5SS,969.0,train,690.0,36.3305,3.1547,0.0868,7.9594,26.4542,24.0382,bioemu
AT5G52650,AT5G52650.1,1,HS,False,996,0.2580321285140562,0.3012048192771084,0.2198795180722891,0.2208835341365461,0.5592369477911646,0.4407630522088353,0.0844221105527638,0.0703517587939698,0.0703517587939698,0.0331658291457286,0.0442211055276381,0.1055276381909547,0.0733668341708542,0.0783919597989949,0.0693467336683417,0.0582914572864321,0.0462311557788944,0.0452261306532663,0.0592964824120603,0.0673366834170854,0.0301507537688442,0.064321608040201,216,240,537,0.216867469879518,0.2409638554216867,0.5391566265060241,0.65,12,12.048192771084338,5,5.020080321285141,-270.5,-0.2715863453815261,0.6365,17.0,17.068273092369477,0,0,3.0,completed,17.3453,5.8413,41.0471,12.5819,24.0551,0.5,67.04,0.6591,0.998,3.0,97.0,canonical_fallback,,217.0,train,179.0,36.6771,6.8857,0.1877,6.7598,23.3818,94.438,bioemu
AT5G52810,AT5G52810.1,1,NS,False,1356,0.2794985250737463,0.2868731563421829,0.2020648967551622,0.2315634218289085,0.5663716814159292,0.4336283185840708,0.0833948339483394,0.07380073800738,0.0649446494464944,0.0575645756457564,0.0450184501845018,0.0892988929889298,0.066420664206642,0.0856088560885608,0.0752767527675276,0.0509225092250922,0.0413284132841328,0.0346863468634686,0.0752767527675276,0.0730627306273062,0.029520295202952,0.0538745387453874,193,185,975,0.1423303834808259,0.1364306784660767,0.7190265486725663,0.6595,22,16.224188790560472,10,7.374631268436578,-367.7,-0.271165191740413,0.6003,22.0,16.224188790560472,0,0,1.0,not_run,,,,,,,0.0,0.1653,0.2824,0.0,0.0,canonical_fallback,,1062.0,train,325.0,19.34381902698337,0.0,0.0,5.1753846153846155,149.24,7.612307692307692,af2_static
AT5G52820,AT5G52820.1,1,both,False,1800,0.29,0.2988888888888888,0.2266666666666666,0.1844444444444444,0.5888888888888889,0.4111111111111111,0.0972762645914396,0.065591995553085,0.0683713173985547,0.0589216231239577,0.0539188438021122,0.1050583657587548,0.0761534185658699,0.0639244024458032,0.0705947748749305,0.0633685380767092,0.0594774874930516,0.0327959977765425,0.0678154530294608,0.0650361311839911,0.0227904391328515,0.0289049471928849,111,267,1419,0.0616666666666666,0.1483333333333333,0.7883333333333333,0.6966,25,13.88888888888889,7,3.888888888888889,-499.07,-0.2772611111111111,0.6456,28.0,15.555555555555555,0,0,2.0,completed,6.8454,3.2995,20.4515,12.3712,6.2047,0.86,10.15,0.2243,0.6626,3.0,27.0,canonical_fallback,,805.0,val,473.0,24.7492,1.7638,0.0713,11.0021,29.5394,16.2732,bioemu
AT5G53045,AT5G53045.1,0,depleted,False,624,0.2996794871794871,0.3333333333333333,0.1955128205128205,0.1714743589743589,0.6330128205128205,0.3669871794871794,0.1139646869983948,0.0738362760834671,0.0658105939004815,0.0465489566613162,0.0513643659711075,0.1396468699839486,0.0786516853932584,0.0626003210272873,0.0658105939004815,0.0529695024077046,0.0353130016051364,0.0417335473515248,0.0690208667736757,0.0674157303370786,0.0160513643659711,0.0192616372391653,71,262,288,0.1137820512820512,0.4198717948717949,0.4615384615384615,0.6947,9,14.423076923076923,5,8.012820512820513,-148.4,-0.2378205128205128,0.6282,10.0,16.025641025641026,0,0,1.0,not_run,,,,,,,0.0,0.1842,0.2474,0.0,0.0,canonical_fallback,,507.0,train,96.0,17.451359114998183,0.0,0.0,4.197916666666667,131.0625,7.875,af2_static
AT5G53120,AT5G53120.3,1,NS,False,1461,0.2525667351129363,0.3175906913073237,0.2354551676933607,0.1943874058863792,0.5701574264202601,0.4298425735797399,0.071917808219178,0.0767123287671232,0.0664383561643835,0.0376712328767123,0.0561643835616438,0.0993150684931506,0.0904109589041095,0.0712328767123287,0.0780821917808219,0.0650684931506849,0.0513698630136986,0.0410958904109589,0.0465753424657534,0.0760273972602739,0.0273972602739726,0.0445205479452054,218,163,1077,0.1492128678986995,0.1115674195756331,0.7371663244353183,0.6994,13,8.898015058179329,3,2.053388090349076,-397.3,-0.2719370294318959,0.6174,26.0,17.796030116358658,0,0,1.0,not_run,,,,,,,0.0,0.1675,0.3178,0.0,0.0,rmats_SE_overlap_2candidates,SE,1295.0,test,386.0,25.52958478434639,0.0,0.0,4.487046632124352,134.25129533678756,7.670984455958549,af2_static
AT5G53310,AT5G53310.1,1,NS,False,1127,0.2830523513753327,0.3114463176574978,0.2298136645962732,0.1756876663708962,0.5944986690328306,0.4055013309671694,0.0888099467140319,0.08348134991119,0.0674955595026643,0.0426287744227353,0.0550621669626998,0.1039076376554174,0.0746003552397868,0.0781527531083481,0.0914742451154529,0.0595026642984014,0.0470692717584369,0.0319715808170515,0.0479573712255772,0.0648312611012433,0.0408525754884547,0.0222024866785079,233,261,630,0.2067435669920142,0.2315882874889086,0.5590062111801242,0.6628,11,9.760425909494232,3,2.6619343389529724,-298.1,-0.2645075421472937,0.6548,23.0,20.40816326530612,0,0,3.0,completed,6.8423,5.6907,31.6245,14.8895,5.4057,0.56,30.48,0.37,0.977,2.0,61.0,canonical_fallback,,345.0,train,210.0,18.064,1.8296,0.1013,8.8,26.6853,19.5263,bioemu
AT5G53330,AT5G53330.1,1,HS,False,933,0.2904608788853162,0.30010718113612,0.2068595927116827,0.202572347266881,0.5905680600214362,0.4094319399785637,0.0901287553648068,0.0858369098712446,0.0643776824034334,0.0504291845493562,0.0622317596566523,0.0987124463519313,0.0622317596566523,0.0772532188841201,0.0686695278969957,0.0568669527896995,0.0504291845493562,0.0311158798283261,0.0697424892703862,0.0579399141630901,0.0300429184549356,0.0439914163090128,20,247,663,0.0214362272240085,0.2647374062165059,0.7106109324758842,0.7004,9,9.646302250803858,5,5.359056806002143,-239.9,-0.2571275455519828,0.6259,15.0,16.07717041800643,0,0,3.0,completed,24.39,7.1951,50.3304,33.1192,20.7347,0.22,70.59,0.7131,0.9937,3.0,151.0,rmats_A3SS_overlap,A3SS,360.0,test,221.0,45.0604,10.5529,0.2342,6.4163,23.7937,115.4534,bioemu
AT5G53530,AT5G53530.1,1,HS,False,1539,0.3190383365821962,0.3066926575698505,0.2053281351526965,0.1689408706952566,0.6257309941520468,0.3742690058479532,0.1150845253576072,0.0845253576072821,0.0637191157347204,0.0559167750325097,0.065669700910273,0.106631989596879,0.0767230169050715,0.0578673602080624,0.0786736020806241,0.0591677503250975,0.0390117035110533,0.0279583875162548,0.059817945383615,0.0559167750325097,0.0260078023407022,0.0273081924577373,292,338,906,0.1897335932423651,0.2196231319038336,0.5886939571150097,0.6627,27,17.54385964912281,12,7.7972709551656925,-374.4,-0.2432748538011696,0.6316,27.0,17.54385964912281,0,0,1.0,not_run,,,,,,,0.0,0.192,0.392,0.0,0.0,rmats_A3SS_overlap,A3SS,125.0,train,302.0,26.156096407356838,0.0,0.0,4.589403973509934,148.05960264900662,8.211920529801324,af2_static
AT5G53580,AT5G53580.1,1,HS,False,1470,0.308843537414966,0.2870748299319728,0.2108843537414966,0.1931972789115646,0.5959183673469388,0.4040816326530612,0.102791014295439,0.0748808713410483,0.0742001361470388,0.0571817562968005,0.0619469026548672,0.0987066031313819,0.0673927842069435,0.0592239618788291,0.069434989788972,0.0428863172226004,0.0537780803267528,0.0442477876106194,0.0748808713410483,0.0707964601769911,0.0156569094622191,0.0319945541184479,94,278,1095,0.0639455782312925,0.1891156462585034,0.7448979591836735,0.6619,32,21.7687074829932,10,6.802721088435375,-373.0,-0.2537414965986395,0.6259,23.0,15.64625850340136,0,0,1.0,not_run,,,,,,,0.0,0.1505,0.2865,0.0,0.0,rmats_A3SS_overlap,A3SS,1270.0,test,365.0,24.925421673194567,0.0,0.0,4.8493150684931505,148.4986301369863,7.821917808219178,af2_static
AT5G53740,AT5G53740.1,0,depleted,False,828,0.2898550724637681,0.2427536231884058,0.2246376811594203,0.2427536231884058,0.532608695652174,0.4673913043478261,0.0991535671100362,0.0640870616686819,0.0652962515114873,0.060459492140266,0.0459492140266021,0.0616686819830713,0.0580411124546553,0.0773881499395405,0.0725513905683192,0.05683192261185,0.0459492140266021,0.0495767835550181,0.0713422007255139,0.060459492140266,0.0556227327690447,0.0556227327690447,0,165,825,0.0,0.1992753623188405,0.9963768115942028,0.4727,10,12.07729468599034,3,3.6231884057971016,-207.9,-0.2510869565217391,0.5797,16.0,19.32367149758454,0,0,3.0,completed,17.0693,3.7415,30.3742,19.2609,19.0243,1.0,47.64,0.4615,0.8893,4.0,87.0,canonical_fallback,,1096.0,train,275.0,18.5425,4.0387,0.2178,14.5382,38.1134,15.7114,bioemu
AT5G54095,AT5G54095.1,0,depleted,False,767,0.3063885267275097,0.258148631029987,0.2242503259452412,0.211212516297262,0.5645371577574967,0.4354628422425032,0.1201044386422976,0.0469973890339425,0.0887728459530026,0.0496083550913838,0.0483028720626631,0.0874673629242819,0.0704960835509138,0.052219321148825,0.0770234986945169,0.0600522193211488,0.0365535248041775,0.0509138381201044,0.0613577023498694,0.06266318537859,0.0287206266318537,0.0587467362924282,138,221,405,0.1799217731421121,0.288135593220339,0.5280312907431551,0.6833,19,24.771838331160364,14,18.252933507170795,-218.7,-0.2851368970013038,0.5893,14.0,18.252933507170795,0,0,3.0,completed,27.5339,6.8218,52.6642,30.5694,27.7189,0.45,100.0,0.9598,0.9959,1.0,135.0,canonical_fallback,,629.0,train,135.0,48.6263,13.7828,0.2834,6.0889,23.4881,220.0989,bioemu
AT5G54110,AT5G54110.2,1,HS,False,1918,0.2924921793534932,0.305526590198123,0.189259645464025,0.2127215849843587,0.5980187695516163,0.4019812304483837,0.0954616588419405,0.0719874804381846,0.0730307772561293,0.0516431924882629,0.0599895670318205,0.1090245174752217,0.0542514345331246,0.0824204486176317,0.0678142931664058,0.0579029733959311,0.028169014084507,0.0354720918101199,0.0688575899843505,0.0667709963484611,0.0339071465832029,0.0432968179447052,280,1074,561,0.145985401459854,0.5599582898852972,0.2924921793534932,0.6108,31,16.16266944734098,17,8.86339937434828,-486.8,-0.2538060479666319,0.6163,38.0,19.81230448383733,1,0,3.0,completed,15.7228,6.9776,42.3019,25.1937,13.0313,0.56,35.83,0.4458,0.9345,2.0,62.0,rmats_RI_overlap,RI,245.0,train,187.0,32.4355,6.1491,0.1896,7.123,23.9677,70.6984,bioemu
AT5G54270,AT5G54270.1,1,HS,False,1242,0.2850241545893719,0.2777777777777778,0.2004830917874396,0.2367149758454106,0.5628019323671497,0.4371980676328502,0.1079774375503626,0.0620467365028203,0.0580177276390008,0.0572119258662369,0.0435132957292506,0.0862207896857373,0.0701047542304593,0.0781627719580983,0.0612409347300564,0.0475423045930701,0.0507655116841257,0.040290088638195,0.0717163577759871,0.0821917808219178,0.0217566478646253,0.0612409347300564,259,185,795,0.2085346215780998,0.1489533011272141,0.6400966183574879,0.6757,17,13.687600644122384,5,4.025764895330113,-333.5,-0.2685185185185185,0.5926,20.0,16.10305958132045,0,0,1.0,not_run,,,,,,,0.38,0.1799,0.3728,1.0,1.0,canonical_fallback,,17.0,train,265.0,28.857157708850934,0.0,0.0,3.9471698113207547,124.15849056603774,7.667924528301887,af2_static
AT5G54300,AT5G54300.1,1,HS,False,1383,0.3036876355748373,0.2791033984092552,0.2169197396963123,0.2002892263195951,0.5827910339840926,0.4172089660159074,0.1136034732272069,0.0694645441389291,0.0629522431259044,0.0578871201157742,0.0564399421128798,0.1063675832127351,0.0463096960926193,0.0694645441389291,0.085383502170767,0.0564399421128798,0.0441389290882778,0.0311143270622286,0.0484804630969609,0.0470332850940665,0.0636758321273516,0.0412445730824891,101,301,978,0.0730296456977585,0.2176428054953,0.7071583514099783,0.6777,14,10.122921185827911,5,3.615328994938539,-372.7,-0.2694866232827187,0.5915,22.0,15.907447577729574,0,0,3.0,completed,39.8351,7.9286,70.9545,37.6306,50.8129,0.13,60.12,0.6677,0.9927,2.0,193.0,canonical_fallback,,1037.0,train,326.0,57.5523,15.0815,0.262,6.1411,24.5346,127.6785,bioemu
AT5G54440,AT5G54440.1,1,HS,False,4226,0.2737813535257927,0.2974443918599148,0.2326076668244202,0.1961665877898722,0.5712257453857075,0.4287742546142924,0.08,0.0755029585798816,0.0738461538461538,0.0444970414201183,0.0489940828402366,0.0970414201183432,0.0826035502958579,0.0688757396449704,0.0826035502958579,0.0563313609467455,0.0487573964497041,0.0449704142011834,0.0620118343195266,0.0686390532544378,0.0274556213017751,0.0378698224852071,292,154,3777,0.0690960719356365,0.036441079034548,0.8937529578797918,0.6948,53,12.541410317084711,19,4.4959772834832,,,,,,0,0,1.0,not_run,,,,,,,6.83,0.2278,0.8756,4.0,71.0,rmats_A5SS_overlap_3candidates,A5SS,882.0,train,1255.0,61.090457705273444,0.0,0.0,4.408764940239044,136.35378486055777,7.872509960159363,af2_static
AT5G54490,AT5G54490.1,0,depleted,False,1021,0.3134182174338883,0.3183153770812928,0.1821743388834476,0.1860920666013712,0.6317335945151812,0.3682664054848188,0.1127450980392156,0.084313725490196,0.0588235294117647,0.0568627450980392,0.0588235294117647,0.1294117647058823,0.0539215686274509,0.0764705882352941,0.0823529411764705,0.0441176470588235,0.038235294117647,0.0176470588235294,0.0598039215686274,0.0607843137254901,0.030392156862745,0.0352941176470588,356,281,381,0.3486777668952008,0.2752203721841332,0.3731635651322233,0.7117,23,22.526934378060727,12,11.753183153770816,-224.7,-0.2200783545543584,0.57,18.0,17.62977473065622,0,0,2.0,completed,8.0036,4.2033,23.9637,8.4957,8.5672,0.64,19.69,0.3061,0.8757,1.0,25.0,canonical_fallback,,631.0,val,127.0,16.9637,1.9449,0.1146,8.2362,28.3584,28.4739,bioemu
AT5G54750,AT5G54750.2,1,HS,False,965,0.2652849740932642,0.3357512953367875,0.2124352331606217,0.1865284974093264,0.6010362694300518,0.3989637305699481,0.0860995850622406,0.0788381742738589,0.0601659751037344,0.0404564315352697,0.0549792531120331,0.1089211618257261,0.0850622406639004,0.0871369294605809,0.0757261410788381,0.0612033195020746,0.0383817427385892,0.0363070539419087,0.0477178423236514,0.0871369294605809,0.0290456431535269,0.0228215767634854,121,244,597,0.1253886010362694,0.2528497409326425,0.6186528497409326,0.6803,13,13.471502590673577,8,8.290155440414509,-246.9,-0.2558549222797927,0.6155,19.0,19.68911917098445,0,0,1.0,not_run,,,,,,,1.01,0.1693,0.2984,1.0,2.0,rmats_SE_overlap_2candidates,SE,175.0,train,199.0,18.187227907600253,0.0,0.0,4.442211055276382,135.84924623115577,7.839195979899498,af2_static
AT5G55110,AT5G55110.1,0,depleted,False,943,0.3541887592788971,0.2576882290562036,0.1823966065747614,0.2057264050901378,0.6118769883351007,0.3881230116648992,0.1496815286624203,0.0806794055201698,0.0520169851380042,0.0711252653927813,0.0679405520169851,0.0796178343949044,0.0520169851380042,0.0583864118895966,0.0562632696390658,0.0530785562632696,0.0360934182590233,0.0371549893842887,0.0806794055201698,0.0445859872611464,0.0424628450106157,0.0382165605095541,137,314,489,0.1452810180275715,0.3329798515376458,0.5185577942735949,0.742,14,14.84623541887593,4,4.241781548250265,-219.8,-0.233085896076352,0.5557,20.0,21.208907741251327,0,0,2.0,completed,15.1562,4.7634,28.6792,19.0165,13.1759,0.6,12.88,0.2788,0.526,3.0,17.0,canonical_fallback,,547.0,train,163.0,32.2337,5.4193,0.1681,8.3067,27.4342,80.1017,bioemu
