geneID,transcript_id,class,condition,isoform_source,event_type,transcript_biotype,n_exons,strongest_rna_log2fc,mrna_len,protein_len,has_cds,short_protein,internal_stop,qc_pass,qc_flag
AT2G34480,AT2G34480.2,1,HS,canonical_fallback,,protein_coding,4.0,1.053746628728278,1077,217,True,False,False,True,pass
AT5G21274,AT5G21274.1,1,HS,canonical_fallback,,protein_coding,2.0,1.0532728805274183,818,149,True,False,False,True,pass
AT4G28860,AT4G28860.1,1,HS,canonical_fallback,,protein_coding,13.0,1.0526378926610545,2019,414,True,False,False,True,pass
AT3G26400,AT3G26400.1,1,HS,canonical_fallback,,protein_coding,3.0,1.0520588938043935,2111,532,True,False,False,True,pass
AT2G21270,AT2G21270.3,1,HS,rmats_A3SS_overlap_5candidates,A3SS,protein_coding,10.0,1.051196421747857,1547,340,True,False,False,True,pass
AT2G26210,AT2G26210.4,1,HS,rmats_RI_overlap_2candidates,RI,protein_coding,7.0,1.0509144817591662,1388,190,True,False,False,True,pass
AT2G27285,AT2G27285.1,1,NS,canonical_fallback,,protein_coding,4.0,1.0502715889182497,1458,323,True,False,False,True,pass
AT1G13930,AT1G13930.2,1,HS,rmats_A3SS_overlap_2candidates,A3SS,protein_coding,2.0,1.0502340514860782,738,155,True,False,False,True,pass
AT5G56140,AT5G56140.1,1,HS,rmats_SE_overlap,SE,protein_coding,7.0,1.049020959545073,1713,315,True,False,False,True,pass
AT4G09620,AT4G09620.2,1,HS,rmats_RI_overlap,RI,protein_coding,2.0,1.0490058130094635,2259,210,True,False,False,True,pass
AT2G32700,AT2G32700.7,1,HS,rmats_A3SS_overlap_7candidates,A3SS,protein_coding,19.0,1.0486305477478597,3001,806,True,False,False,True,pass
AT5G57350,AT5G57350.1,1,HS,canonical_fallback,,protein_coding,17.0,1.0481011139108525,3337,949,True,False,False,True,pass
AT3G62250,AT3G62250.1,1,HS,canonical_fallback,,protein_coding,1.0,1.0479080960906657,992,157,True,False,False,True,pass
AT1G09310,AT1G09310.1,1,HS,canonical_fallback,,protein_coding,1.0,1.04757154450755,989,179,True,False,False,True,pass
AT1G56700,AT1G56700.1,1,HS,canonical_fallback,,protein_coding,5.0,1.0474816117042325,1372,219,True,False,False,True,pass
AT3G04940,AT3G04940.1,1,NS,rmats_A3SS_overlap_2candidates,A3SS,protein_coding,11.0,1.0465540797570168,1529,324,True,False,False,True,pass
AT3G01590,AT3G01590.1,1,HS,canonical_fallback,,protein_coding,10.0,1.0463616446749364,1598,306,True,False,False,True,pass
AT1G43710,AT1G43710.1,1,HS,canonical_fallback,,protein_coding,5.0,1.045747199285728,1917,482,True,False,False,True,pass
AT1G24490,AT1G24490.1,1,HS,rmats_SE_overlap,SE,protein_coding,10.0,1.0456475206456928,1974,499,True,False,False,True,pass
AT3G25700,AT3G25700.1,1,HS,canonical_fallback,,protein_coding,1.0,1.0454074641815054,1864,452,True,False,False,True,pass
AT2G41430,AT2G41430.4,1,HS,rmats_RI_overlap,RI,protein_coding,2.0,1.045073661422725,1224,163,True,False,False,True,pass
AT2G26460,AT2G26460.1,1,NS,canonical_fallback,,protein_coding,11.0,1.0450409485085834,2032,585,True,False,False,True,pass
AT1G49760,AT1G49760.1,1,HS,rmats_A3SS_overlap_2candidates,A3SS,protein_coding,9.0,1.044259796821824,2639,671,True,False,False,True,pass
AT2G13540,AT2G13540.1,1,HS,canonical_fallback,,protein_coding,18.0,1.0428289918375662,2969,848,True,False,False,True,pass
AT3G19770,AT3G19770.1,1,HS,rmats_A3SS_overlap_2candidates,A3SS,protein_coding,5.0,1.0423495469130817,2149,520,True,False,False,True,pass
AT2G29200,AT2G29200.1,1,HS,canonical_fallback,,protein_coding,10.0,1.042289618918638,3812,968,True,False,False,True,pass
AT1G62560,AT1G62560.2,1,NS,rmats_RI_overlap,RI,protein_coding,6.0,1.041718544554325,2284,396,True,False,False,True,pass
AT5G18610,AT5G18610.2,1,HS,rmats_A3SS_overlap_3candidates,A3SS,protein_coding,5.0,1.0416233853490824,2333,513,True,False,False,True,pass
AT4G01090,AT4G01090.1,1,HS,canonical_fallback,,protein_coding,5.0,1.0413600868977535,2991,714,True,False,False,True,pass
AT4G37000,AT4G37000.1,1,HS,canonical_fallback,,protein_coding,2.0,1.0412141243995336,1508,319,True,False,False,True,pass
AT3G49910,AT3G49910.1,1,HS,canonical_fallback,,protein_coding,1.0,1.0406118746776392,1227,146,True,False,False,True,pass
AT4G16790,AT4G16790.1,1,HS,canonical_fallback,,protein_coding,1.0,1.040382927349126,1825,473,True,False,False,True,pass
AT4G37120,AT4G37120.1,1,HS,canonical_fallback,,protein_coding,8.0,1.0401935170786507,2005,536,True,False,False,True,pass
AT1G80910,AT1G80910.1,1,NS,canonical_fallback,,protein_coding,10.0,1.0399834858957673,2080,497,True,False,False,True,pass
AT3G14415,AT3G14415.2,1,HS,rmats_A5SS_overlap_3candidates,A5SS,protein_coding,12.0,1.0398617817562608,1635,373,True,False,False,True,pass
AT1G11800,AT1G11800.1,1,HS,canonical_fallback,,protein_coding,4.0,1.0397583003744697,1689,441,True,False,False,True,pass
AT5G02490,AT5G02490.1,1,NS,canonical_fallback,,protein_coding,2.0,1.0390482943235342,2485,653,True,False,False,True,pass
AT5G35980,AT5G35980.2,1,HS,rmats_RI_overlap,RI,protein_coding,15.0,1.0388251910867816,3431,787,True,False,False,True,pass
AT1G73060,AT1G73060.1,1,HS,rmats_A3SS_overlap,A3SS,protein_coding,12.0,1.0386146401379694,1437,358,True,False,False,True,pass
AT5G55670,AT5G55670.1,1,HS,canonical_fallback,,protein_coding,2.0,1.0380437909408802,3055,710,True,False,False,True,pass
AT5G06130,AT5G06130.2,1,HS,canonical_fallback,,protein_coding,7.0,1.0377843668729336,1485,315,True,False,False,True,pass
AT5G56020,AT5G56020.1,1,HS,rmats_RI_overlap,RI,protein_coding,4.0,1.0355089999420726,1153,230,True,False,False,True,pass
AT1G69510,AT1G69510.2,1,HS,rmats_SE_overlap_3candidates,SE,protein_coding,6.0,1.0339208686945325,937,137,True,False,False,True,pass
AT1G17210,AT1G17210.1,1,HS,canonical_fallback,,protein_coding,7.0,1.0335588214998666,3499,958,True,False,False,True,pass
AT1G01510,AT1G01510.1,1,HS,canonical_fallback,,protein_coding,7.0,1.031432910538866,2637,636,True,False,False,True,pass
AT5G63620,AT5G63620.3,1,HS,rmats_RI_overlap,RI,protein_coding,7.0,1.030969222544463,1794,321,True,False,False,True,pass
AT1G76150,AT1G76150.1,1,HS,canonical_fallback,,protein_coding,11.0,1.0306186019379275,1489,309,True,False,False,True,pass
AT5G53120,AT5G53120.3,1,NS,rmats_SE_overlap_2candidates,SE,protein_coding,12.0,1.030045941565248,1461,359,True,False,False,True,pass
AT3G07810,AT3G07810.2,1,HS,canonical_fallback,,protein_coding,4.0,1.0298525355717627,2451,495,True,False,False,True,pass
AT5G47190,AT5G47190.1,1,HS,canonical_fallback,,protein_coding,5.0,1.0298087247047312,1009,229,True,False,False,True,pass
AT4G20980,AT4G20980.2,1,HS,rmats_RI_overlap,RI,protein_coding,1.0,1.0297434070350038,2376,591,True,False,False,True,pass
AT5G10630,AT5G10630.4,1,HS,rmats_SE_overlap_2candidates,SE,protein_coding,12.0,1.0293388975527171,2641,743,True,False,False,True,pass
AT5G26751,AT5G26751.1,1,HS,rmats_A3SS_overlap,A3SS,protein_coding,13.0,1.0292943692450125,1666,405,True,False,False,True,pass
AT5G60980,AT5G60980.3,1,HS,rmats_A3SS_overlap_4candidates,A3SS,protein_coding,8.0,1.0289971139037193,2425,460,True,False,False,True,pass
AT5G21430,AT5G21430.1,1,HS,rmats_A3SS_overlap_2candidates,A3SS,protein_coding,5.0,1.0281667003900758,1011,218,True,False,False,True,pass
AT4G13940,AT4G13940.1,1,HS,rmats_RI_overlap_2candidates,RI,protein_coding,2.0,1.0269376861331203,2192,485,True,False,False,True,pass
AT3G24100,AT3G24100.1,1,HS,rmats_A3SS_overlap,A3SS,protein_coding,3.0,1.0265520301947335,629,69,True,False,False,True,pass
AT5G22830,AT5G22830.1,1,HS,canonical_fallback,,protein_coding,14.0,1.02605278134774,1736,459,True,False,False,True,pass
AT1G23740,AT1G23740.1,1,HS,canonical_fallback,,protein_coding,4.0,1.0260118987455058,1471,386,True,False,False,True,pass
AT3G02860,AT3G02860.2,1,HS,rmats_A3SS_overlap_2candidates,A3SS,protein_coding,7.0,1.0247823579393982,1288,313,True,False,False,True,pass
AT5G53530,AT5G53530.1,1,HS,rmats_A3SS_overlap,A3SS,protein_coding,12.0,1.0245527760147102,1539,302,True,False,False,True,pass
AT4G34270,AT4G34270.1,1,HS,canonical_fallback,,protein_coding,8.0,1.0245024666512603,1317,290,True,False,False,True,pass
AT5G38720,AT5G38720.2,1,NS,rmats_A3SS_overlap_3candidates,A3SS,protein_coding,8.0,1.024066440584788,1273,325,True,False,False,True,pass
AT4G00230,AT4G00230.1,1,NS,canonical_fallback,,protein_coding,11.0,1.0236041832429097,2620,749,True,False,False,True,pass
AT4G17140,AT4G17140.1,1,HS,rmats_SE_overlap,SE,protein_coding,66.0,1.0235201568338288,13193,4216,True,False,False,True,pass
AT1G22280,AT1G22280.3,1,HS,rmats_A5SS_overlap_3candidates,A5SS,protein_coding,6.0,1.0223481680343005,1486,287,True,False,False,True,pass
AT2G33830,AT2G33830.2,1,HS,canonical_fallback,,protein_coding,3.0,1.0221642205790482,933,108,True,False,False,True,pass
AT3G18500,AT3G18500.3,1,NS,rmats_SE_overlap_3candidates,SE,protein_coding,13.0,1.0219507458189654,1571,449,True,False,False,True,pass
AT5G63180,AT5G63180.1,1,HS,canonical_fallback,,protein_coding,4.0,1.0217666415183737,1747,432,True,False,False,True,pass
AT5G28050,AT5G28050.3,1,HS,rmats_A3SS_overlap_3candidates,A3SS,protein_coding,5.0,1.0217570061921617,1199,290,True,False,False,True,pass
AT3G09500,AT3G09500.1,1,HS,canonical_fallback,,protein_coding,4.0,1.02164827542708,849,123,True,False,False,True,pass
AT1G74060,AT1G74060.1,1,HS,canonical_fallback,,protein_coding,4.0,1.0213028551020966,1656,233,True,False,False,True,pass
AT4G16950,AT4G16950.1,1,HS,rmats_RI_overlap_5candidates,RI,protein_coding,8.0,1.0206250433544897,5254,1449,True,False,False,True,pass
AT2G42880,AT2G42880.1,1,HS,canonical_fallback,,protein_coding,10.0,1.0205167699252256,2658,606,True,False,False,True,pass
AT1G02930,AT1G02930.1,1,NS,canonical_fallback,,protein_coding,3.0,1.0194499261252472,1186,208,True,False,False,True,pass
AT3G16270,AT3G16270.2,1,HS,rmats_RI_overlap,RI,protein_coding,5.0,1.019179763259165,2899,690,True,False,False,True,pass
AT1G14150,AT1G14150.1,1,HS,canonical_fallback,,protein_coding,2.0,1.01891139094891,848,190,True,False,False,True,pass
AT2G33380,AT2G33380.1,1,HS,rmats_SE_overlap,SE,protein_coding,6.0,1.017982464295954,1045,236,True,False,False,True,pass
AT5G60840,AT5G60840.1,1,HS,canonical_fallback,,protein_coding,5.0,1.0175074988920108,965,207,True,False,False,True,pass
AT3G05560,AT3G05560.3,1,HS,canonical_fallback,,protein_coding,3.0,1.0156894361263589,841,124,True,False,False,True,pass
AT3G53020,AT3G53020.1,1,HS,canonical_fallback,,protein_coding,5.0,1.0155812129926625,866,163,True,False,False,True,pass
AT2G43030,AT2G43030.1,1,HS,canonical_fallback,,protein_coding,1.0,1.0152558246924528,1087,271,True,False,False,True,pass
AT5G62560,AT5G62560.1,1,HS,canonical_fallback,,protein_coding,1.0,1.0151764561032326,2162,559,True,False,False,True,pass
AT3G26600,AT3G26600.1,1,HS,canonical_fallback,,protein_coding,1.0,1.0151153963549928,2447,615,True,False,False,True,pass
AT2G33410,AT2G33410.1,1,NS,canonical_fallback,,protein_coding,2.0,1.0149655694100317,1876,404,True,False,False,True,pass
AT1G09160,AT1G09160.1,1,NS,rmats_RI_overlap,RI,protein_coding,8.0,1.01466840584969,2186,428,True,False,False,True,pass
AT5G12200,AT5G12200.1,1,HS,canonical_fallback,,protein_coding,13.0,1.014536767889969,1907,531,True,False,False,True,pass
AT1G02500,AT1G02500.1,1,HS,canonical_fallback,,protein_coding,2.0,1.0144474603073794,1748,393,True,False,False,True,pass
AT5G55730,AT5G55730.1,1,HS,canonical_fallback,,protein_coding,2.0,1.014347750475067,1755,424,True,False,False,True,pass
AT4G32320,AT4G32320.1,1,HS,canonical_fallback,,protein_coding,10.0,1.014136389081122,1212,329,True,False,False,True,pass
AT5G26742,AT5G26742.2,1,HS,canonical_fallback,,protein_coding,10.0,1.0140545615479677,3362,748,True,False,False,True,pass
AT2G40630,AT2G40630.3,1,NS,rmats_RI_overlap,RI,protein_coding,6.0,1.0122407672569087,2652,389,True,False,False,True,pass
AT5G15530,AT5G15530.1,1,HS,canonical_fallback,,protein_coding,7.0,1.0106024669889533,1563,255,True,False,False,True,pass
AT5G50950,AT5G50950.1,1,NS,canonical_fallback,,protein_coding,16.0,1.0104311176834837,1702,510,True,False,False,True,pass
AT5G50950,AT5G50950.1,1,NS,canonical_fallback,,protein_coding,16.0,1.0104311176834837,1702,510,True,False,False,True,pass
AT5G50950,AT5G50950.1,1,NS,canonical_fallback,,protein_coding,16.0,1.0104311176834837,1702,510,True,False,False,True,pass
AT5G50950,AT5G50950.1,1,NS,canonical_fallback,,protein_coding,16.0,1.0104311176834837,1702,510,True,False,False,True,pass
AT4G29410,AT4G29410.1,1,HS,canonical_fallback,,protein_coding,4.0,1.0101674542320045,778,143,True,False,False,True,pass
AT5G35700,AT5G35700.1,1,HS,canonical_fallback,,protein_coding,15.0,1.010087804997447,2643,687,True,False,False,True,pass
AT5G24020,AT5G24020.1,1,HS,canonical_fallback,,protein_coding,1.0,1.0095796063835945,1423,326,True,False,False,True,pass
AT1G49600,AT1G49600.3,1,HS,rmats_A5SS_overlap_3candidates,A5SS,protein_coding,6.0,1.0092040250610548,2491,450,True,False,False,True,pass
AT2G35370,AT2G35370.1,1,HS,canonical_fallback,,protein_coding,4.0,1.0089183599749172,944,165,True,False,False,True,pass
AT1G75100,AT1G75100.1,1,NS,canonical_fallback,,protein_coding,9.0,1.008438518967352,2623,651,True,False,False,True,pass
AT3G17790,AT3G17790.1,1,HS,canonical_fallback,,protein_coding,3.0,1.0081964050829375,1658,338,True,False,False,True,pass
AT2G45260,AT2G45260.1,1,HS,canonical_fallback,,protein_coding,2.0,1.0075301442847813,1810,425,True,False,False,True,pass
AT2G26990,AT2G26990.1,1,NS,canonical_fallback,,protein_coding,10.0,1.00749636065432,1820,439,True,False,False,True,pass
AT3G52430,AT3G52430.1,1,NS,canonical_fallback,,protein_coding,2.0,1.0074136835582232,2255,541,True,False,False,True,pass
AT5G41330,AT5G41330.1,1,NS,canonical_fallback,,protein_coding,2.0,1.0072957527203916,2533,458,True,False,False,True,pass
AT4G35260,AT4G35260.1,1,HS,canonical_fallback,,protein_coding,4.0,1.0071478018862248,1594,367,True,False,False,True,pass
AT5G46020,AT5G46020.1,1,HS,canonical_fallback,,protein_coding,8.0,1.006582453019877,1044,164,True,False,False,True,pass
AT4G19710,AT4G19710.2,1,HS,canonical_fallback,,protein_coding,18.0,1.0060513467686192,3201,916,True,False,False,True,pass
AT5G28840,AT5G28840.1,1,HS,canonical_fallback,,protein_coding,7.0,1.0055986399912316,1812,377,True,False,False,True,pass
AT1G47200,AT1G47200.1,1,HS,canonical_fallback,,protein_coding,1.0,1.0043292305756666,999,180,True,False,False,True,pass
AT3G22330,AT3G22330.1,1,NS,canonical_fallback,,protein_coding,7.0,1.0034608973081798,2338,616,True,False,False,True,pass
AT3G55250,AT3G55250.1,1,HS,canonical_fallback,,protein_coding,3.0,1.0028957234121094,1430,277,True,False,False,True,pass
AT5G63120,AT5G63120.4,1,HS,rmats_RI_overlap,RI,protein_coding,9.0,1.0024998509508238,2717,482,True,False,False,True,pass
AT4G24350,AT4G24350.3,1,NS,rmats_RI_overlap,RI,protein_coding,5.0,1.0010162314117017,1570,225,True,False,False,True,pass
AT1G19720,AT1G19720.1,1,HS,canonical_fallback,,protein_coding,2.0,1.0009823120209294,3069,894,True,False,False,True,pass
AT5G13370,AT5G13370.1,1,HS,canonical_fallback,,protein_coding,5.0,1.0005288584981815,2283,595,True,False,False,True,pass
AT5G01210,AT5G01210.1,0,depleted,canonical_fallback,,protein_coding,1.0,4.960503300242575,1802,475,True,False,False,True,pass
AT2G44130,AT2G44130.1,0,depleted,canonical_fallback,,protein_coding,1.0,3.3138573435964225,1445,409,True,False,False,True,pass
AT2G07732,AT2G07732.1,0,depleted,canonical_fallback,,protein_coding,1.0,3.304771094673667,740,116,True,False,False,True,pass
AT2G11271,AT2G11271.1,0,depleted,canonical_fallback,,protein_coding,1.0,3.196473280172992,126,41,True,False,False,True,pass
AT3G20362,AT3G20362.1,0,depleted,canonical_fallback,,protein_coding,3.0,3.134630416350234,144,47,True,False,False,True,pass
AT2G07669,AT2G07669.1,0,depleted,canonical_fallback,,protein_coding,1.0,2.9383155770027853,767,109,True,False,False,True,pass
AT4G12545,AT4G12545.1,0,depleted,canonical_fallback,,protein_coding,1.0,2.9229617481208408,660,108,True,False,False,True,pass
AT2G07764,AT2G07764.1,0,depleted,canonical_fallback,,tRNA,1.0,2.899170383375205,72,0,False,False,False,False,no_CDS
AT3G01470,AT3G01470.1,0,depleted,canonical_fallback,,protein_coding,4.0,2.8940512583086693,1440,272,True,False,False,True,pass
AT5G17350,AT5G17350.1,0,depleted,canonical_fallback,,protein_coding,1.0,2.858475139788272,1111,183,True,False,False,True,pass
AT2G07714,AT2G07714.1,0,depleted,canonical_fallback,,protein_coding,2.0,2.827302923955308,591,196,True,False,False,True,pass
AT2G07739,AT2G07739.1,0,depleted,canonical_fallback,,protein_coding,1.0,2.7991354903104586,888,199,True,False,False,True,pass
AT3G63052,AT3G63052.1,0,depleted,canonical_fallback,,protein_coding,1.0,2.751419089904544,398,66,True,False,False,True,pass
AT4G36880,AT4G36880.1,0,depleted,canonical_fallback,,protein_coding,4.0,2.65609988531396,1468,376,True,False,False,True,pass
AT2G12461,AT2G12461.1,0,depleted,canonical_fallback,,protein_coding,1.0,2.614821866338365,135,44,True,False,False,True,pass
AT2G07746,AT2G07746.1,0,depleted,canonical_fallback,,tRNA,1.0,2.6088751084783346,72,0,False,False,False,False,no_CDS
AT2G35300,AT2G35300.1,0,depleted,canonical_fallback,,protein_coding,1.0,2.5378870657743144,634,97,True,False,False,True,pass
AT1G15010,AT1G15010.1,0,depleted,canonical_fallback,,protein_coding,1.0,2.5377884378806623,776,142,True,False,False,True,pass
AT4G08345,AT4G08345.1,0,depleted,canonical_fallback,,tRNA,1.0,2.4830833793294333,86,0,False,False,False,False,no_CDS
AT2G07779,AT2G07779.1,0,depleted,canonical_fallback,,protein_coding,1.0,2.481218922891753,1452,91,True,False,False,True,pass
AT2G07738,AT2G07738.1,0,depleted,canonical_fallback,,protein_coding,1.0,2.4808483668292283,448,88,True,False,False,True,pass
AT2G07748,AT2G07748.1,0,depleted,canonical_fallback,,tRNA,1.0,2.4745345559064185,74,0,False,False,False,False,no_CDS
AT2G07759,AT2G07759.1,0,depleted,canonical_fallback,,tRNA,1.0,2.418664438547196,88,0,False,False,False,False,no_CDS
AT2G12905,AT2G12905.1,0,depleted,canonical_fallback,,protein_coding,1.0,2.4031889037653493,219,72,True,False,False,True,pass
AT2G07743,AT2G07743.1,0,depleted,canonical_fallback,,tRNA,1.0,2.381890505814664,74,0,False,False,False,False,no_CDS
AT2G07713,AT2G07713.1,0,depleted,canonical_fallback,,protein_coding,1.0,2.3528468942459777,369,122,True,False,False,True,pass
AT2G07706,AT2G07706.1,0,depleted,canonical_fallback,,protein_coding,13.0,2.3526233869897832,2518,504,True,False,False,True,pass
AT4G29780,AT4G29780.1,0,depleted,canonical_fallback,,protein_coding,1.0,2.3477178661423,2495,540,True,False,False,True,pass
AT3G02480,AT3G02480.1,0,depleted,canonical_fallback,,protein_coding,3.0,2.316487801248588,550,68,True,False,False,True,pass
AT1G29090,AT1G29090.1,0,depleted,canonical_fallback,,protein_coding,2.0,2.295948343183278,1443,355,True,False,False,True,pass
AT2G07755,AT2G07755.1,0,depleted,canonical_fallback,,tRNA,1.0,2.294390532090007,73,0,False,False,False,False,no_CDS
AT2G07763,AT2G07763.1,0,depleted,canonical_fallback,,tRNA,1.0,2.280051674205873,71,0,False,False,False,False,no_CDS
AT4G23560,AT4G23560.1,0,depleted,canonical_fallback,,protein_coding,8.0,2.2141231280219524,2027,479,True,False,False,True,pass
AT2G24395,AT2G24395.1,0,depleted,canonical_fallback,,protein_coding,3.0,2.188063475550788,641,132,True,False,False,True,pass
AT1G74930,AT1G74930.1,0,depleted,canonical_fallback,,protein_coding,1.0,2.1776569380702684,1208,195,True,False,False,True,pass
AT5G03210,AT5G03210.2,0,depleted,canonical_fallback,,protein_coding,1.0,2.1720416448897164,877,89,True,False,False,True,pass
AT2G43510,AT2G43510.1,0,depleted,canonical_fallback,,protein_coding,2.0,2.1691518303568507,761,89,True,False,False,True,pass
AT5G05300,AT5G05300.1,0,depleted,canonical_fallback,,protein_coding,1.0,2.1610763211453907,755,102,True,False,False,True,pass
AT1G61570,AT1G61570.1,0,depleted,canonical_fallback,,protein_coding,2.0,2.13804095405243,761,87,True,False,False,True,pass
AT2G07749,AT2G07749.1,0,depleted,canonical_fallback,,protein_coding,1.0,2.128632842770417,2355,246,True,False,False,True,pass
AT5G53045,AT5G53045.1,0,depleted,canonical_fallback,,protein_coding,4.0,2.1265969403095064,624,96,True,False,False,True,pass
AT4G22610,AT4G22610.1,0,depleted,canonical_fallback,,protein_coding,1.0,2.11262791279694,940,122,True,False,False,True,pass
AT2G30020,AT2G30020.1,0,depleted,canonical_fallback,,protein_coding,2.0,2.0764252190683954,1813,396,True,False,False,True,pass
AT3G45020,AT3G45020.2,0,depleted,canonical_fallback,,protein_coding,2.0,2.073630031740654,918,133,True,False,False,True,pass
AT5G45340,AT5G45340.1,0,depleted,canonical_fallback,,protein_coding,6.0,2.07096598691602,1949,463,True,False,False,True,pass
AT2G07757,AT2G07757.1,0,depleted,canonical_fallback,,tRNA,1.0,2.060819382196976,87,0,False,False,False,False,no_CDS
AT4G37483,AT4G37483.1,0,depleted,canonical_fallback,,protein_coding,1.0,2.058214654699392,228,75,True,False,False,True,pass
AT4G34410,AT4G34410.1,0,depleted,canonical_fallback,,protein_coding,1.0,2.0474328672042543,1385,268,True,False,False,True,pass
AT2G07722,AT2G07722.1,0,depleted,canonical_fallback,,protein_coding,1.0,2.0390590650055667,420,139,True,False,False,True,pass
AT2G07728,AT2G07728.1,0,depleted,canonical_fallback,,protein_coding,8.0,2.0303182372227373,861,286,True,False,False,True,pass
AT3G03830,AT3G03830.1,0,depleted,canonical_fallback,,protein_coding,1.0,2.0293846808329663,587,92,True,False,False,True,pass
AT5G48290,AT5G48290.3,0,depleted,canonical_fallback,,protein_coding,2.0,2.0180214522934485,965,201,True,False,False,True,pass
AT5G60660,AT5G60660.1,0,depleted,canonical_fallback,,protein_coding,4.0,2.010563418265167,1448,291,True,False,False,True,pass
AT2G19572,AT2G19572.1,0,depleted,canonical_fallback,,lncRNA,1.0,2.0101904687478225,1572,0,False,False,False,False,no_CDS
AT2G31730,AT2G31730.1,0,depleted,canonical_fallback,,protein_coding,6.0,2.00951110556332,1038,153,True,False,False,True,pass
AT2G07792,AT2G07792.1,0,depleted,canonical_fallback,,tRNA,1.0,2.002144495384352,75,0,False,False,False,False,no_CDS
AT2G07753,AT2G07753.1,0,depleted,canonical_fallback,,tRNA,1.0,1.9958687039910323,75,0,False,False,False,False,no_CDS
AT4G14145,AT4G14145.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.986869612047112,840,134,True,False,False,True,pass
AT1G70880,AT1G70880.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.9837451769586243,981,159,True,False,False,True,pass
AT2G07794,AT2G07794.1,0,depleted,canonical_fallback,,tRNA,1.0,1.972172087186081,81,0,False,False,False,False,no_CDS
AT2G34600,AT2G34600.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.972075379300387,823,148,True,False,False,True,pass
AT1G54575,AT1G54575.2,0,depleted,canonical_fallback,,protein_coding,1.0,1.9678318733774391,902,124,True,False,False,True,pass
AT5G06410,AT5G06410.1,0,depleted,canonical_fallback,,protein_coding,6.0,1.96355994328118,1137,252,True,False,False,True,pass
AT5G23840,AT5G23840.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.957886752027172,1021,167,True,False,False,True,pass
AT2G07667,AT2G07667.1,0,depleted,canonical_fallback,,protein_coding,6.0,1.9560246558309384,657,218,True,False,False,True,pass
AT2G07672,AT2G07672.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.955517659643837,1320,159,True,False,False,True,pass
AT4G25820,AT4G25820.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.954236519133496,1167,287,True,False,False,True,pass
AT2G37030,AT2G37030.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.932263610806868,682,124,True,False,False,True,pass
AT5G43050,AT5G43050.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.9260046490133635,1031,158,True,False,False,True,pass
AT4G12550,AT4G12550.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.913350084780381,691,111,True,False,False,True,pass
AT2G34620,AT2G34620.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.897288356789652,1204,303,True,False,False,True,pass
AT1G12400,AT1G12400.3,0,depleted,canonical_fallback,,protein_coding,2.0,1.888802465140166,763,77,True,False,False,True,pass
AT2G07684,AT2G07684.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.882450634457847,111,36,True,False,False,True,pass
AT2G07692,AT2G07692.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.8765102696959537,839,136,True,False,False,True,pass
AT2G38025,AT2G38025.1,0,depleted,canonical_fallback,,protein_coding,8.0,1.8648924213268008,1101,234,True,False,False,True,pass
AT1G18200,AT1G18200.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.8634020962326487,991,229,True,False,False,True,pass
AT3G18760,AT3G18760.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.841748548079284,840,139,True,False,False,True,pass
AT2G16790,AT2G16790.3,0,depleted,canonical_fallback,,protein_coding,4.0,1.8320026610531093,979,194,True,False,False,True,pass
AT2G07773,AT2G07773.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.829969263079008,1770,273,True,False,False,True,pass
AT2G07701,AT2G07701.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.829935461342709,321,106,True,False,False,True,pass
AT2G07691,AT2G07691.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.8210881311965217,578,136,True,False,False,True,pass
AT2G07599,AT2G07599.2,0,depleted,canonical_fallback,,protein_coding,9.0,1.820506444520059,1232,346,True,False,False,True,pass
AT5G50810,AT5G50810.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.8002347871347202,701,77,True,False,False,True,pass
AT2G07795,AT2G07795.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.7889601510911983,1157,109,True,False,False,True,pass
AT3G61930,AT3G61930.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.7856892697708466,744,109,True,False,False,True,pass
AT2G24860,AT2G24860.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.7840306837152158,1086,144,True,False,False,True,pass
AT4G40070,AT4G40070.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.7790047831970597,1559,323,True,False,False,True,pass
AT4G16442,AT4G16442.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.7693828784189038,1109,182,True,False,False,True,pass
AT3G59068,AT3G59068.1,0,depleted,canonical_fallback,,lncRNA,1.0,1.7642934948131108,850,0,False,False,False,False,no_CDS
