geneID,transcript_id,class,condition,qc_fail,idr_percent,mean_disorder,max_disorder_window,n_idr_regions,longest_idr_region,protein_length,aiupred_status,bioemu_tier,bioemu_n_conf
AT5G46110,AT5G46110.4,1,HS,False,11.81,0.2405,0.7198,4,25,415,computed,2,50
AT5G46890,AT5G46890.1,0,depleted,False,19.69,0.3858,0.587,3,13,127,computed,2,50
AT5G46960,AT5G46960.1,0,depleted,False,2.3,0.1757,0.3729,1,4,174,computed,1,0
AT5G47010,AT5G47010.1,1,HS,False,39.95,0.4505,0.9986,8,186,1254,computed,3,100
AT5G47190,AT5G47190.1,1,HS,False,37.99,0.4287,0.8653,6,67,229,computed,3,100
AT5G47435,AT5G47435.2,1,NS,False,0.0,0.1577,0.266,0,0,323,computed,1,0
AT5G47550,AT5G47550.1,0,depleted,False,14.75,0.2848,0.5441,2,15,122,computed,2,50
AT5G47590,AT5G47590.1,0,depleted,False,7.2,0.2237,0.469,2,10,264,computed,1,0
AT5G47630,AT5G47630.2,1,HS,False,0.0,0.1616,0.2773,0,0,131,computed,1,0
AT5G47650,AT5G47650.2,1,HS,False,16.92,0.2895,0.7233,4,42,325,computed,2,50
AT5G47710,AT5G47710.1,1,HS,False,0.6,0.1625,0.2986,1,1,166,computed,1,0
AT5G47770,AT5G47770.1,1,HS,False,0.0,0.1469,0.2064,0,0,384,computed,1,0
AT5G47930,AT5G47930.1,1,both,False,3.57,0.2489,0.4553,1,3,84,computed,1,0
AT5G47960,AT5G47960.1,0,depleted,False,1.79,0.1951,0.449,1,4,223,computed,1,0
AT5G47990,AT5G47990.1,0,depleted,False,3.13,0.2014,0.5677,3,10,511,computed,1,0
AT5G48020,AT5G48020.1,1,HS,False,23.94,0.3118,0.8949,3,81,355,computed,2,50
AT5G48220,AT5G48220.1,1,HS,False,29.02,0.3657,0.8308,4,106,379,computed,2,50
AT5G48290,AT5G48290.3,0,depleted,False,63.18,0.6941,0.995,2,113,201,computed,3,100
AT5G48370,AT5G48370.1,1,HS,False,9.36,0.2561,0.7738,2,31,438,computed,1,0
AT5G48680,AT5G48680.1,1,NS,False,78.16,0.7809,0.9756,5,153,206,computed,3,100
AT5G48870,AT5G48870.1,1,NS,False,17.05,0.2777,0.4689,2,9,88,computed,2,50
AT5G48880,AT5G48880.2,1,NS,False,6.56,0.2401,0.48,6,10,457,computed,1,0
AT5G48930,AT5G48930.1,1,both,False,5.77,0.2026,0.5743,2,21,433,computed,1,0
AT5G49170,AT5G49170.1,0,depleted,False,0.0,0.255,0.3647,0,0,185,computed,1,0
AT5G49210,AT5G49210.1,0,depleted,False,5.13,0.3713,0.4897,3,5,195,computed,1,0
AT5G49220,AT5G49220.1,1,NS,False,38.39,0.4544,0.9683,6,105,409,computed,3,100
AT5G49510,AT5G49510.1,1,both,False,14.36,0.2434,0.7745,2,20,195,computed,2,50
AT5G50370,AT5G50370.1,0,depleted,False,0.81,0.2448,0.3975,2,1,248,computed,1,0
AT5G50460,AT5G50460.1,1,NS,False,56.52,0.5363,0.5971,4,27,69,computed,3,100
AT5G50760,AT5G50760.1,0,depleted,False,31.69,0.3658,0.8307,2,55,183,computed,3,100
AT5G50810,AT5G50810.1,0,depleted,False,0.0,0.1675,0.284,0,0,77,computed,1,0
AT5G50950,AT5G50950.1,1,NS,False,20.2,0.3131,0.9113,5,74,510,computed,2,50
AT5G51120,AT5G51120.2,1,HS,False,55.09,0.5769,0.9967,6,83,265,computed,3,100
AT5G51190,AT5G51190.1,0,depleted,False,23.08,0.35,0.7278,2,48,221,computed,2,50
AT5G51550,AT5G51550.1,1,both,False,0.3,0.1925,0.3605,1,1,337,computed,1,0
AT5G51580,AT5G51580.1,0,depleted,False,7.53,0.2888,0.6934,1,18,239,computed,1,0
AT5G51830,AT5G51830.1,1,NS,False,0.58,0.1564,0.3018,1,2,343,computed,1,0
AT5G52020,AT5G52020.1,0,depleted,False,77.59,0.7238,0.9959,4,98,232,computed,3,100
AT5G52100,AT5G52100.1,1,HS,False,0.0,0.1925,0.3844,0,0,298,computed,1,0
AT5G52380,AT5G52380.1,1,NS,False,63.06,0.6307,0.9836,3,81,268,computed,3,100
AT5G52440,AT5G52440.1,1,NS,False,54.23,0.5974,0.9994,2,140,260,computed,3,100
AT5G52580,AT5G52580.2,1,HS,False,30.0,0.3621,0.8376,8,101,690,computed,3,100
AT5G52650,AT5G52650.1,1,HS,False,67.04,0.6591,0.998,3,97,179,computed,3,100
AT5G52810,AT5G52810.1,1,NS,False,0.0,0.1653,0.2824,0,0,325,computed,1,0
AT5G52820,AT5G52820.1,1,both,False,10.15,0.2243,0.6626,3,27,473,computed,2,50
AT5G53045,AT5G53045.1,0,depleted,False,0.0,0.1842,0.2474,0,0,96,computed,1,0
AT5G53120,AT5G53120.3,1,NS,False,0.0,0.1675,0.3178,0,0,359,computed,1,0
AT5G53310,AT5G53310.1,1,NS,False,30.48,0.37,0.977,2,61,210,computed,3,100
AT5G53330,AT5G53330.1,1,HS,False,70.59,0.7131,0.9937,3,151,221,computed,3,100
AT5G53530,AT5G53530.1,1,HS,False,0.0,0.192,0.392,0,0,302,computed,1,0
AT5G53580,AT5G53580.1,1,HS,False,0.0,0.1505,0.2865,0,0,365,computed,1,0
AT5G53740,AT5G53740.1,0,depleted,False,47.64,0.4615,0.8893,4,87,275,computed,3,100
AT5G54095,AT5G54095.1,0,depleted,False,100.0,0.9598,0.9959,1,135,135,computed,3,100
AT5G54110,AT5G54110.2,1,HS,False,35.83,0.4458,0.9345,2,62,187,computed,3,100
AT5G54270,AT5G54270.1,1,HS,False,0.38,0.1799,0.3728,1,1,265,computed,1,0
AT5G54300,AT5G54300.1,1,HS,False,60.12,0.6677,0.9927,2,193,326,computed,3,100
AT5G54440,AT5G54440.1,1,HS,False,6.83,0.2278,0.8756,4,71,1259,computed,1,0
AT5G54490,AT5G54490.1,0,depleted,False,19.69,0.3061,0.8757,1,25,127,computed,2,50
AT5G54750,AT5G54750.2,1,HS,False,1.01,0.1693,0.2984,1,2,199,computed,1,0
AT5G55110,AT5G55110.1,0,depleted,False,12.88,0.2788,0.526,3,17,163,computed,2,50
AT5G55160,AT5G55160.2,1,HS,False,12.93,0.3268,0.685,1,15,116,computed,2,50
AT5G55370,AT5G55370.1,0,depleted,False,7.87,0.2698,0.6529,2,21,343,computed,1,0
AT5G55670,AT5G55670.1,1,HS,False,88.31,0.8901,1.0,2,396,710,computed,3,100
AT5G55730,AT5G55730.1,1,HS,False,24.29,0.3374,0.9639,3,93,424,computed,2,50
AT5G56020,AT5G56020.1,1,HS,False,36.09,0.4443,0.7748,8,34,230,computed,3,100
AT5G56140,AT5G56140.1,1,HS,False,52.38,0.5329,0.9553,9,59,315,computed,3,100
AT5G56600,AT5G56600.1,1,both,False,0.76,0.1827,0.2741,1,1,131,computed,1,0
AT5G56900,AT5G56900.2,1,NS,False,11.74,0.2388,0.8358,2,67,596,computed,2,50
AT5G57000,AT5G57000.1,0,depleted,False,100.0,0.935,0.9864,1,187,187,computed,3,100
AT5G57015,AT5G57015.1,1,NS,False,34.25,0.4423,0.9899,3,143,435,computed,3,100
AT5G57120,AT5G57120.1,0,depleted,False,86.67,0.8487,0.9999,3,273,330,computed,3,100
AT5G57300,AT5G57300.2,0,depleted,False,0.0,0.1583,0.2656,0,0,288,computed,1,0
AT5G57350,AT5G57350.1,1,HS,False,7.9,0.2684,0.698,10,32,949,computed,1,0
AT5G57960,AT5G57960.2,1,HS,False,0.26,0.1563,0.2788,1,1,386,computed,1,0
AT5G58005,AT5G58005.2,1,NS,False,22.41,0.3281,0.7928,1,26,116,computed,2,50
AT5G58230,AT5G58230.1,0,depleted,False,8.73,0.2682,0.7531,3,18,424,computed,1,0
AT5G58240,AT5G58240.1,1,HS,False,5.56,0.2563,0.4658,4,4,180,computed,1,0
AT5G58490,AT5G58490.1,1,HS,False,0.0,0.1505,0.2204,0,0,324,computed,1,0
AT5G58710,AT5G58710.1,1,NS,False,0.0,0.1794,0.2969,0,0,204,computed,1,0
AT5G59210,AT5G59210.1,1,NS,False,82.03,0.6646,0.9462,12,107,434,computed,3,100
AT5G59380,AT5G59380.1,0,depleted,False,100.0,0.9205,0.9716,1,225,225,computed,3,100
AT5G59470,AT5G59470.1,0,depleted,False,1.67,0.2201,0.3902,1,4,239,computed,1,0
AT5G59890,AT5G59890.1,1,HS,False,0.0,0.1873,0.312,0,0,139,computed,1,0
AT5G60210,AT5G60210.5,1,HS,False,54.93,0.5685,0.9849,9,160,588,computed,3,100
AT5G60590,AT5G60590.2,0,depleted,False,5.21,0.1874,0.6326,1,15,288,computed,1,0
AT5G60660,AT5G60660.1,0,depleted,False,15.81,0.2787,0.9065,3,31,291,computed,2,50
AT5G60840,AT5G60840.1,1,HS,False,68.12,0.657,0.981,4,76,207,computed,3,100
AT5G60980,AT5G60980.3,1,HS,False,73.26,0.7113,0.9992,4,178,460,computed,3,100
AT5G61030,AT5G61030.1,1,NS,False,70.23,0.7183,0.9957,1,217,309,computed,3,100
AT5G61060,AT5G61060.2,1,HS,False,3.31,0.2,0.6788,4,17,664,computed,1,0
AT5G61220,AT5G61220.2,0,depleted,False,0.0,0.1762,0.1945,0,0,87,computed,1,0
AT5G61310,AT5G61310.2,0,depleted,False,0.0,0.1666,0.214,0,0,64,computed,1,0
AT5G61760,AT5G61760.2,1,HS,False,12.67,0.2346,0.5903,5,15,300,computed,2,50
AT5G62560,AT5G62560.1,1,HS,False,43.11,0.4595,0.9941,6,143,559,computed,3,100
AT5G62690,AT5G62690.1,1,HS,False,11.33,0.2494,0.9546,2,48,450,computed,2,50
AT5G62930,AT5G62930.2,1,HS,False,5.6,0.2578,0.5032,5,8,268,computed,1,0
AT5G63120,AT5G63120.4,1,HS,False,31.95,0.4241,0.9979,3,147,482,computed,3,100
AT5G63130,AT5G63130.2,0,depleted,False,31.25,0.4069,0.9186,4,50,192,computed,3,100
AT5G63180,AT5G63180.1,1,HS,False,20.14,0.3016,0.7432,6,37,432,computed,2,50
AT5G63280,AT5G63280.1,0,depleted,False,29.52,0.3556,0.8399,4,67,271,computed,2,50
AT5G63480,AT5G63480.1,0,depleted,False,70.37,0.6183,0.9055,2,110,189,computed,3,100
AT5G63600,AT5G63600.2,0,depleted,False,11.96,0.2613,0.8499,1,39,326,computed,2,50
AT5G63620,AT5G63620.3,1,HS,False,1.25,0.1802,0.4237,1,4,321,computed,1,0
AT5G63660,AT5G63660.1,0,depleted,False,10.96,0.2232,0.4732,1,8,73,computed,2,50
AT5G63670,AT5G63670.1,0,depleted,False,0.86,0.1719,0.2752,1,1,116,computed,1,0
AT5G63980,AT5G63980.1,1,both,False,0.0,0.1946,0.3542,0,0,353,computed,1,0
AT5G64140,AT5G64140.1,1,HS,False,100.0,0.7642,0.8275,1,64,64,computed,3,100
AT5G64160,AT5G64160.1,1,HS,False,100.0,0.8751,0.9741,1,227,227,computed,3,100
AT5G64220,AT5G64220.2,1,HS,False,28.38,0.3852,0.978,10,198,1050,computed,2,50
AT5G64310,AT5G64310.1,0,depleted,False,98.47,0.8513,0.9956,2,126,131,computed,3,100
AT5G64350,AT5G64350.1,1,HS,False,38.39,0.358,0.831,2,38,112,computed,3,100
AT5G64370,AT5G64370.1,1,HS,False,2.7,0.1997,0.4539,1,11,408,computed,1,0
AT5G64460,AT5G64460.8,1,HS,False,0.0,0.1578,0.3261,0,0,282,computed,1,0
AT5G64480,AT5G64480.2,1,NS,False,0.0,0.2063,0.2859,0,0,212,computed,1,0
AT5G64570,AT5G64570.2,1,HS,False,0.64,0.163,0.3664,2,3,626,computed,1,0
AT5G64610,AT5G64610.1,1,both,False,13.71,0.3003,0.8981,5,45,445,computed,2,50
AT5G64650,AT5G64650.1,0,depleted,False,39.38,0.5465,0.9775,5,50,160,computed,3,100
AT5G64680,AT5G64680.3,1,NS,False,45.02,0.5211,0.9967,1,95,211,computed,3,100
AT5G64816,AT5G64816.3,0,depleted,False,0.77,0.1977,0.3192,1,1,130,computed,1,0
AT5G64940,AT5G64940.1,1,HS,False,12.61,0.2512,0.7781,5,75,761,computed,2,50
AT5G65010,AT5G65010.2,1,HS,False,2.94,0.1734,0.5692,3,7,579,computed,1,0
AT5G65207,AT5G65207.1,0,depleted,False,0.0,0.1576,0.2556,0,0,73,computed,1,0
AT5G65270,AT5G65270.1,1,HS,False,11.06,0.2241,0.5241,6,7,226,computed,2,50
AT5G65430,AT5G65430.3,1,HS,False,0.0,0.1558,0.2679,0,0,260,computed,1,0
AT5G65609,AT5G65609.1,0,depleted,False,41.67,0.4678,0.5032,4,12,60,computed,3,100
AT5G65780,AT5G65780.2,1,NS,False,68.47,0.6265,0.9954,17,233,1018,computed,3,100
AT5G65770,AT5G65770.2,0,depleted,False,64.97,0.5973,0.9954,21,208,1042,computed,3,100
AT5G66607,AT5G66607.1,0,depleted,False,100.0,0.7342,0.7391,1,37,37,computed,3,100
AT5G66930,AT5G66930.3,0,depleted,False,22.31,0.3243,0.8235,3,47,251,computed,2,50
AT5G67380,AT5G67380.1,1,HS,False,4.16,0.1904,0.4986,3,10,409,computed,1,0
AT5G67430,AT5G67430.1,0,depleted,False,0.0,0.1512,0.2982,0,0,386,computed,1,0
AT5G67490,AT5G67490.1,1,HS,False,100.0,0.9491,0.9987,1,108,108,computed,3,100
AT5G67560,AT5G67560.1,1,HS,False,0.0,0.143,0.1685,0,0,184,computed,1,0
AT3G01050,AT3G01050.3,0,depleted,False,6.84,0.3665,0.4906,1,8,117,computed,1,0
AT3G01120,AT3G01120.1,1,both,False,0.0,0.1671,0.3648,0,0,563,computed,1,0
AT3G01180,AT3G01180.1,1,HS,False,29.42,0.3827,0.9964,2,229,792,computed,2,50
AT3G01210,AT3G01210.1,0,depleted,False,0.0,0.1773,0.3299,0,0,249,computed,1,0
AT3G01290,AT3G01290.1,1,HS,False,0.0,0.1556,0.2497,0,0,285,computed,1,0
AT3G01340,AT3G01340.1,1,HS,False,3.64,0.1834,0.4882,1,11,302,computed,1,0
AT3G01440,AT3G01440.1,1,NS,False,9.55,0.2111,0.568,2,15,220,computed,1,0
AT3G01470,AT3G01470.1,0,depleted,False,51.47,0.509,0.7556,12,66,272,computed,3,100
AT3G01590,AT3G01590.1,1,HS,False,4.9,0.2197,0.5277,2,12,306,computed,1,0
AT3G01670,AT3G01670.2,1,both,False,18.32,0.2934,0.9795,2,154,846,computed,2,50
AT3G02190,AT3G02190.1,1,NS,False,0.0,0.2639,0.3262,0,0,51,computed,1,0
AT3G02220,AT3G02220.1,1,NS,False,57.27,0.6068,0.9959,2,111,227,computed,3,100
AT3G02480,AT3G02480.1,0,depleted,False,100.0,0.9671,0.9759,1,68,68,computed,3,100
AT3G02630,AT3G02630.1,1,HS,False,1.26,0.2009,0.44,1,5,396,computed,1,0
AT3G02660,AT3G02660.2,1,HS,False,1.76,0.1915,0.4472,1,9,511,computed,1,0
AT3G02840,AT3G02840.1,0,depleted,False,0.0,0.171,0.3428,0,0,379,computed,1,0
AT3G02860,AT3G02860.2,1,HS,False,84.35,0.802,0.9978,4,255,313,computed,3,100
AT3G02875,AT3G02875.3,1,NS,False,2.24,0.1909,0.4577,2,4,312,computed,1,0
AT3G03010,AT3G03010.2,0,depleted,False,7.82,0.2179,0.5874,2,9,179,computed,1,0
AT3G03180,AT3G03180.3,0,depleted,False,9.9,0.2978,0.5761,3,12,192,computed,1,0
AT3G03280,AT3G03280.1,0,depleted,False,15.66,0.2938,0.6374,4,19,166,computed,2,50
AT3G03640,AT3G03640.1,0,depleted,False,8.1,0.2461,0.6479,5,21,531,computed,1,0
AT3G03780,AT3G03780.3,1,both,False,3.4,0.1739,0.5382,5,14,765,computed,1,0
AT3G03830,AT3G03830.1,0,depleted,False,0.0,0.1249,0.1393,0,0,92,computed,1,0
AT3G04060,AT3G04060.1,0,depleted,False,30.18,0.3565,0.8256,5,80,338,computed,3,100
AT3G04760,AT3G04760.1,1,HS,False,14.29,0.2297,0.8167,2,84,602,computed,2,50
AT3G04770,AT3G04770.1,1,NS,False,0.9,0.211,0.4255,2,2,332,computed,1,0
AT3G04920,AT3G04920.2,1,HS,False,0.0,0.148,0.1836,0,0,112,computed,1,0
AT3G04940,AT3G04940.1,1,NS,False,3.7,0.2228,0.4623,2,7,324,computed,1,0
AT3G05020,AT3G05020.1,1,HS,False,0.0,0.1464,0.2075,0,0,137,computed,1,0
AT3G05060,AT3G05060.1,0,depleted,False,27.39,0.3614,0.9996,2,143,533,computed,2,50
AT3G05180,AT3G05180.1,1,HS,False,0.26,0.1594,0.3599,1,1,379,computed,1,0
AT3G05270,AT3G05270.3,1,HS,False,81.14,0.6642,0.9681,15,141,615,computed,3,100
AT3G05520,AT3G05520.2,1,HS,False,1.57,0.156,0.3713,1,6,382,computed,1,0
AT3G05560,AT3G05560.3,1,HS,False,8.87,0.2138,0.3549,2,7,124,computed,1,0
AT3G06110,AT3G06110.2,1,both,False,1.8,0.1979,0.4121,1,3,167,computed,1,0
AT3G06200,AT3G06200.1,1,NS,False,20.21,0.2885,0.8078,4,42,282,computed,2,50
AT3G06410,AT3G06410.1,1,HS,False,68.61,0.6695,0.9835,7,145,462,computed,3,100
AT3G06980,AT3G06980.1,1,HS,False,45.2,0.516,0.9919,5,334,781,computed,3,100
AT3G07050,AT3G07050.1,1,NS,False,45.02,0.498,0.9965,8,130,582,computed,3,100
AT3G07090,AT3G07090.1,1,NS,False,30.57,0.3684,0.8306,3,76,265,computed,3,100
AT3G07300,AT3G07300.3,1,HS,False,11.0,0.2193,0.7478,1,45,409,computed,2,50
AT3G07390,AT3G07390.1,1,HS,False,34.8,0.3955,0.9015,1,95,273,computed,3,100
AT3G07690,AT3G07690.1,1,HS,False,1.29,0.1706,0.4498,2,3,466,computed,1,0
AT3G07720,AT3G07720.1,0,depleted,False,4.86,0.2165,0.5588,2,9,329,computed,1,0
AT3G07810,AT3G07810.2,1,HS,False,74.14,0.7174,0.9914,10,244,495,computed,3,100
AT3G07950,AT3G07950.1,0,depleted,False,23.68,0.4012,0.9267,2,63,304,computed,2,50
AT3G08010,AT3G08010.1,1,HS,False,11.76,0.2291,0.5599,9,14,374,computed,2,50
AT3G08030,AT3G08030.1,1,HS,False,2.74,0.1831,0.4974,2,7,365,computed,1,0
AT3G08670,AT3G08670.1,1,HS,False,94.36,0.8818,0.9998,1,535,567,computed,3,100
AT3G08780,AT3G08780.2,1,HS,False,0.0,0.1726,0.3232,0,0,312,computed,1,0
AT3G09490,AT3G09490.1,0,depleted,False,0.9,0.1935,0.4245,1,3,334,computed,1,0
AT3G09500,AT3G09500.1,1,HS,False,0.0,0.2242,0.3447,0,0,123,computed,1,0
AT3G09540,AT3G09540.1,0,depleted,False,23.81,0.3303,0.9813,3,76,378,computed,2,50
AT3G09925,AT3G09925.1,0,depleted,False,4.09,0.1882,0.4334,1,7,171,computed,1,0
AT3G09980,AT3G09980.1,1,NS,False,100.0,0.8217,0.9664,1,178,178,computed,3,100
AT3G10070,AT3G10070.1,1,both,False,88.68,0.8702,0.9999,3,418,539,computed,3,100
AT3G10330,AT3G10330.1,1,HS,False,15.38,0.2724,0.6717,3,41,312,computed,2,50
AT3G10340,AT3G10340.1,1,both,False,6.22,0.2323,0.5401,10,12,707,computed,1,0
AT3G10940,AT3G10940.1,1,HS,False,0.71,0.2234,0.3895,1,2,282,computed,1,0
AT3G11200,AT3G11200.1,1,HS,False,39.84,0.4802,0.9224,6,64,246,computed,3,100
AT3G11270,AT3G11270.1,0,depleted,False,8.06,0.199,0.6634,1,25,310,computed,1,0
AT3G11500,AT3G11500.2,1,HS,False,21.52,0.4129,0.6163,2,15,79,computed,2,50
AT3G11510,AT3G11510.1,1,HS,False,52.0,0.5516,0.9437,3,59,150,computed,3,100
AT3G11600,AT3G11600.1,0,depleted,False,48.72,0.5102,0.9506,2,55,117,computed,3,100
AT3G11930,AT3G11930.3,1,both,False,31.42,0.3908,0.8282,4,32,226,computed,3,100
AT3G11945,AT3G11945.2,1,NS,False,0.0,0.179,0.267,0,0,393,computed,1,0
AT3G12250,AT3G12250.4,0,depleted,False,58.59,0.4874,0.8144,4,155,355,computed,3,100
AT3G12685,AT3G12685.1,1,NS,False,3.76,0.2217,0.4704,3,4,213,computed,1,0
AT3G13060,AT3G13060.1,1,HS,False,64.97,0.6455,0.9763,5,284,551,computed,3,100
AT3G13275,AT3G13275.1,0,depleted,False,91.3,0.702,0.8603,2,39,69,computed,3,100
AT3G13710,AT3G13710.1,0,depleted,False,47.87,0.5146,0.8722,3,39,188,computed,3,100
AT3G13800,AT3G13800.1,0,depleted,False,0.0,0.1636,0.3012,0,0,361,computed,1,0
AT3G13860,AT3G13860.1,1,NS,False,8.39,0.2224,0.6394,5,21,572,computed,1,0
AT3G14010,AT3G14010.5,1,HS,False,75.95,0.734,0.9994,12,340,603,computed,3,100
AT3G14415,AT3G14415.2,1,HS,False,0.0,0.167,0.3313,0,0,373,computed,1,0
AT3G14680,AT3G14680.1,0,depleted,False,0.39,0.2056,0.3645,2,1,512,computed,1,0
AT3G14930,AT3G14930.2,1,HS,False,1.67,0.1622,0.4081,1,7,418,computed,1,0
AT3G14940,AT3G14940.1,0,depleted,False,4.24,0.2142,0.6002,4,33,968,computed,1,0
AT3G14990,AT3G14990.1,1,both,False,0.0,0.1478,0.2261,0,0,392,computed,1,0
AT3G15090,AT3G15090.1,0,depleted,False,0.0,0.1482,0.213,0,0,366,computed,1,0
AT3G15180,AT3G15180.2,1,HS,False,5.99,0.1998,0.7143,1,33,551,computed,1,0
AT3G15220,AT3G15220.1,1,HS,False,47.25,0.5465,0.9943,5,314,690,computed,3,100
AT3G15260,AT3G15260.1,1,NS,False,7.27,0.2125,0.4942,4,9,289,computed,1,0
AT3G15290,AT3G15290.1,1,both,False,0.0,0.1627,0.2865,0,0,294,computed,1,0
AT3G15500,AT3G15500.1,0,depleted,False,44.48,0.4505,0.8283,3,116,317,computed,3,100
AT3G15610,AT3G15610.1,1,both,False,19.94,0.3044,0.9527,2,63,341,computed,2,50
AT3G15660,AT3G15660.1,1,NS,False,37.87,0.3927,0.7485,4,31,169,computed,3,100
AT3G15810,AT3G15810.1,1,HS,False,5.91,0.1956,0.4994,1,13,220,computed,1,0
AT3G16020,AT3G16020.1,0,depleted,False,0.0,0.1466,0.1871,0,0,98,computed,1,0
AT3G16190,AT3G16190.1,1,HS,False,0.0,0.163,0.2671,0,0,196,computed,1,0
AT3G16270,AT3G16270.2,1,HS,False,65.36,0.6124,0.9532,10,203,690,computed,3,100
AT3G16470,AT3G16470.1,1,HS,False,4.43,0.2171,0.6169,1,20,451,computed,1,0
AT3G16670,AT3G16670.1,0,depleted,False,0.0,0.1655,0.331,0,0,154,computed,1,0
AT3G16750,AT3G16750.2,0,depleted,False,42.78,0.4972,0.9975,2,82,194,computed,3,100
AT3G16950,AT3G16950.2,1,HS,False,11.72,0.2371,0.8677,3,51,623,computed,2,50
AT3G17520,AT3G17520.1,0,depleted,False,97.99,0.9297,0.9958,1,292,298,computed,3,100
AT3G17668,AT3G17668.1,0,depleted,False,20.0,0.2714,0.602,2,15,135,computed,2,50
AT3G17790,AT3G17790.1,1,HS,False,0.89,0.1794,0.3683,1,3,338,computed,1,0
AT3G17860,AT3G17860.1,0,depleted,False,63.07,0.6066,0.9423,7,142,352,computed,3,100
AT3G18190,AT3G18190.1,1,HS,False,3.92,0.1836,0.635,1,21,536,computed,1,0
AT3G18280,AT3G18280.2,1,NS,False,22.5,0.3293,0.7789,2,24,120,computed,2,50
AT3G18500,AT3G18500.3,1,NS,False,14.25,0.2691,0.869,2,55,449,computed,2,50
AT3G18760,AT3G18760.1,0,depleted,False,24.46,0.2796,0.6201,2,31,139,computed,2,50
AT3G18870,AT3G18870.1,0,depleted,False,8.39,0.1942,0.5827,2,21,274,computed,1,0
AT3G19220,AT3G19220.1,0,depleted,False,18.18,0.3114,0.5479,4,17,187,computed,2,50
AT3G19290,AT3G19290.3,1,HS,False,100.0,0.9147,0.9768,1,432,432,computed,3,100
AT3G19330,AT3G19330.1,0,depleted,False,11.52,0.23,0.8262,1,44,382,computed,2,50
AT3G19390,AT3G19390.1,0,depleted,False,9.07,0.2304,0.7395,2,22,452,computed,1,0
AT3G19660,AT3G19660.1,0,depleted,False,0.0,0.2423,0.2614,0,0,64,computed,1,0
AT3G19720,AT3G19720.1,1,HS,False,2.45,0.2064,0.4988,5,9,777,computed,1,0
AT3G19770,AT3G19770.1,1,HS,False,45.38,0.509,0.9865,4,132,520,computed,3,100
AT3G19900,AT3G19900.2,1,NS,False,22.49,0.3508,0.8024,1,38,169,computed,2,50
AT3G20362,AT3G20362.1,0,depleted,False,4.26,0.3204,0.385,1,2,47,computed,1,0
AT3G20810,AT3G20810.5,1,NS,False,7.46,0.2034,0.7027,1,25,335,computed,1,0
AT3G21090,AT3G21090.1,1,HS,False,13.31,0.2698,0.817,5,70,691,computed,2,50
AT3G21200,AT3G21200.1,1,HS,False,3.15,0.2271,0.4587,1,10,317,computed,1,0
AT3G21230,AT3G21230.4,1,NS,False,5.38,0.2085,0.5336,3,14,446,computed,1,0
AT3G21352,AT3G21352.1,0,depleted,False,14.86,0.3249,0.4728,2,8,74,computed,2,50
AT3G21720,AT3G21720.1,0,depleted,False,11.81,0.2604,0.7079,6,38,576,computed,2,50
AT3G21790,AT3G21790.1,0,depleted,False,0.0,0.1557,0.3093,0,0,495,computed,1,0
AT3G22231,AT3G22231.1,1,NS,False,95.06,0.762,0.887,3,54,81,computed,3,100
AT3G22270,AT3G22270.1,1,HS,False,55.88,0.5724,0.9928,6,201,782,computed,3,100
AT3G22330,AT3G22330.1,1,NS,False,23.86,0.3541,0.9989,2,146,616,computed,2,50
AT3G22570,AT3G22570.1,0,depleted,False,6.31,0.2066,0.4063,1,7,111,computed,1,0
AT3G22660,AT3G22660.1,1,NS,False,86.69,0.8436,0.9989,5,163,293,computed,3,100
AT3G22890,AT3G22890.1,1,both,False,0.22,0.1988,0.3788,1,1,463,computed,1,0
AT3G23440,AT3G23440.1,0,depleted,False,33.33,0.4569,0.8279,4,26,108,computed,3,100
AT3G23540,AT3G23540.1,1,HS,False,45.76,0.5037,0.9962,2,250,566,computed,3,100
AT3G23570,AT3G23570.2,1,NS,False,12.13,0.243,0.7944,2,26,239,computed,2,50
AT3G23640,AT3G23640.3,1,HS,False,0.85,0.1805,0.4734,3,4,1060,computed,1,0
AT3G23760,AT3G23760.1,0,depleted,False,5.15,0.2026,0.4098,2,8,194,computed,1,0
AT3G23890,AT3G23890.1,1,NS,False,21.72,0.3283,0.9934,4,292,1473,computed,2,50
AT3G24010,AT3G24010.1,0,depleted,False,59.83,0.5294,0.81,7,64,234,computed,3,100
AT3G24030,AT3G24030.1,0,depleted,False,6.88,0.2135,0.5087,3,10,276,computed,1,0
AT3G24100,AT3G24100.1,1,HS,False,100.0,0.9959,0.9984,1,69,69,computed,3,100
AT3G24820,AT3G24820.1,0,depleted,False,70.97,0.5951,0.9178,10,52,186,computed,3,100
AT3G25110,AT3G25110.1,1,NS,False,15.19,0.2824,0.8159,2,54,362,computed,2,50
AT3G25580,AT3G25580.1,1,NS,False,24.29,0.3344,0.9038,1,51,210,computed,2,50
AT3G25700,AT3G25700.1,1,HS,False,2.65,0.1564,0.514,1,12,452,computed,1,0
AT3G25760,AT3G25760.1,1,NS,False,42.13,0.3914,0.7398,4,52,254,computed,3,100
AT3G25930,AT3G25930.1,0,depleted,False,0.0,0.1296,0.1568,0,0,154,computed,1,0
AT3G26400,AT3G26400.1,1,HS,False,100.0,0.9912,0.9995,1,532,532,computed,3,100
AT3G26420,AT3G26420.1,1,HS,False,71.84,0.7746,0.9987,1,176,245,computed,3,100
